8;12;11;9;7;6;6;7;8;10;11;11;10;9;9;8;8;8;9;9;9;
9;9;10;12;10;8;7;5;5;5;6;8;10;11;11;11;10;9;9;9;9;
9;9;13;13;10;8;6;5;6;7;9;10;11;10;10;9;8;8;8;9;9;
9;9;9;11;10;9;7;6;6;7;8;10;11;11;11;11;10;9;9;9;9;
9;9;9;9;9;15;14;12;8;6;4;4;5;8;10;12;12;11;10;8;7;
9;9;8;13;13;11;8;6;5;5;6;7;9;10;10;11;10;10;10;9;9;
9;8;7;12;13;11;7;4;2;2;4;6;10;12;13;12;11;9;8;7;6;
