timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
17335,1013,1022,99.62,100.0,100.0,100.0,100.0,100.0,6742.88,100.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
17355,1013,1022,99.62,100.0,100.0,100.0,100.0,100.0,6564.38,100.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
17375,1013,1022,99.62,100.0,100.0,100.0,100.0,100.0,6400.76,100.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
17396,1014,1022,81.0,81.0,81.0,81.0,81.0,81.0,6343.78,80.66,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17417,1014,1022,81.0,81.0,81.0,81.0,81.0,81.0,6164.9,80.66,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17438,1014,1022,81.0,81.0,80.66,81.0,81.0,81.0,6035.3,80.66,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17460,1014,1022,81.0,81.0,80.32,81.0,81.0,81.0,5933.24,80.66,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17484,1015,1022,64.0,64.0,63.4,64.0,64.0,64.0,5895.66,63.7,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17505,1015,1022,64.0,64.0,63.4,64.0,64.0,64.0,5723.96,63.7,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17527,1015,1022,64.0,64.0,63.4,64.0,64.0,64.0,5525.24,63.7,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17547,1015,1022,64.0,63.7,63.4,64.0,64.0,64.0,5314.34,63.7,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17568,1016,1022,49.0,48.74,48.48,49.0,49.0,49.0,5184.26,48.74,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17592,1016,1022,49.0,48.74,48.48,49.0,49.0,49.0,4951.96,48.74,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17612,1016,1022,49.0,48.74,48.48,49.0,49.0,49.0,4723.96,48.74,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17632,1017,1022,36.0,35.78,35.56,36.0,36.0,36.0,4577.6,35.78,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17654,1017,1022,36.0,35.78,35.56,36.0,35.78,36.0,4331.9,35.78,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17675,1017,1022,36.0,35.78,35.56,36.0,35.78,36.0,4077.24,35.78,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17695,1017,1022,36.0,35.78,35.56,36.0,35.78,36.0,3818.04,35.78,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17715,1018,1022,25.0,24.82,24.64,25.0,24.82,25.0,3618.82,24.82,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17737,1018,1022,25.0,24.82,24.64,25.0,24.82,25.0,3354.82,24.82,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17757,1018,1022,25.0,24.82,24.64,25.0,24.82,25.0,3095.4,24.82,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17778,1019,1022,16.0,15.86,15.72,16.0,15.86,16.0,2883.6,15.86,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17798,1019,1022,16.0,15.86,15.72,16.0,15.86,16.0,2614.8,15.86,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17818,1019,1022,16.0,15.86,15.72,16.0,15.86,16.0,2341.34,15.86,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17838,1020,1022,9.0,8.9,8.8,9.0,8.9,9.0,2112.3,8.9,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17858,1020,1022,9.0,8.9,8.8,9.0,8.9,9.0,1838.6,8.9,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17879,1020,1022,9.0,8.9,8.8,9.0,8.9,9.0,1572.36,8.9,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17899,1020,1022,9.0,8.9,8.8,9.0,8.9,9.0,1319.86,8.9,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17919,1021,1022,4.0,3.94,3.88,4.0,3.94,4.0,1123.6,3.94,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17940,1021,1022,4.0,3.94,3.88,4.0,3.94,4.0,915.7,3.94,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17961,1021,1022,4.0,3.94,3.88,4.0,3.94,4.0,715.78,3.94,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
17982,1021,1022,4.0,3.94,3.88,4.0,3.94,4.0,567.94,3.94,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18003,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,461.8,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
18023,1022,1022,1.0,0.96,0.96,1.0,0.98,1.0,333.82,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
