timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
21275,1022,1022,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21295,1022,1022,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21315,1022,1022,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21335,1022,1022,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21355,1022,1022,1.0,1.0,1.0,1.0,1.0,0.98,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21375,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21395,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21416,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21436,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21456,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21477,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21498,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21519,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21539,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21559,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21579,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.94,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21599,1022,1022,1.0,1.0,1.0,1.0,1.0,0.96,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21620,1022,1022,1.0,1.0,0.98,1.0,1.0,0.96,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21640,1022,1022,1.0,1.0,0.96,1.0,1.0,0.96,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21660,1022,1022,1.0,1.0,0.96,1.0,1.0,0.96,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21680,1022,1022,1.0,1.0,0.96,1.0,1.0,0.96,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21700,1022,1022,1.0,1.0,0.96,1.0,1.0,0.96,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21720,1022,1022,1.0,1.0,0.96,1.0,1.0,0.96,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21740,1022,1022,1.0,1.0,0.96,1.0,1.0,0.96,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21760,1022,1022,1.0,1.0,0.96,1.0,1.0,0.94,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21780,1022,1022,1.0,1.0,0.96,1.0,1.0,0.92,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
21800,1022,1022,1.0,1.0,0.96,1.0,1.0,0.92,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
