timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
22299,1021,1022,3.82,3.88,194.7,24.76,3.94,514.82,4.0,4.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22319,1020,1022,8.7,8.8,218.14,27.52,8.9,653.3,8.9,9.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22339,1020,1022,8.7,8.8,218.46,27.42,8.9,815.12,8.9,9.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22359,1020,1022,8.7,8.8,218.46,27.32,8.9,999.26,8.9,9.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22379,1020,1022,8.7,8.8,218.46,27.22,8.9,1219.58,8.9,9.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22400,1019,1022,15.58,15.72,216.22,31.86,15.86,1417.66,15.86,16.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22420,1019,1022,15.58,15.72,215.9,31.86,15.86,1654.96,15.86,16.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22441,1019,1022,15.58,15.58,233.58,36.66,15.86,1919.14,15.86,16.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22461,1018,1022,24.46,24.28,313.24,118.88,24.82,2178.32,24.82,25.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22481,1017,1022,35.34,35.12,574.5,472.02,35.78,2479.74,35.78,36.0,4.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22501,1016,1022,48.22,47.96,943.54,1248.9,48.74,2843.18,48.74,49.0,65.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22521,1014,1022,79.98,79.64,1444.1,2335.44,80.66,3245.72,80.66,81.0,196.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22541,1013,1022,98.86,98.48,2198.5,3846.76,99.62,3804.98,99.62,100.0,404.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22561,1011,1021,142.62,142.16,3275.22,5606.6,143.54,4474.9,143.54,144.0,657.06,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
22581,1008,1020,246.14,222.68,4608.98,7808.62,224.42,5209.2,224.42,225.0,944.56,9.0,9.0,9.0,9.0,9.0,9.0,9.0,
22601,1006,1019,653.74,286.36,6159.76,10440.84,288.34,6036.24,288.34,289.0,1301.16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,
22622,1003,1017,2012.32,396.88,7894.12,13657.92,399.22,6967.74,397.0,400.0,1749.74,36.0,36.0,36.0,36.0,36.0,36.0,36.0,
22643,999,1015,4291.54,572.24,9778.3,17277.46,575.06,7942.3,561.56,576.0,2297.2,64.0,64.0,64.0,64.0,64.0,64.0,64.0,
22664,995,1012,7761.96,779.6,11805.42,21489.86,782.9,9267.48,757.58,784.0,2846.68,121.0,121.0,121.0,121.0,121.0,121.0,121.0,
22684,990,1010,11876.46,1083.8,14069.82,26060.9,1087.7,10622.08,1060.62,1089.0,3453.24,169.0,169.0,169.0,169.0,169.0,169.0,169.0,
22704,985,1007,16497.26,1438.0,16488.14,30975.64,1442.5,11965.48,1408.14,1444.0,4148.1,256.0,256.0,256.0,256.0,256.0,256.0,256.0,
22724,981,1004,21258.62,1757.36,18958.62,36108.04,1762.34,13367.14,1712.08,1764.0,4865.14,361.0,361.0,361.0,361.0,361.0,361.0,361.0,
22745,975,1001,26342.7,2296.4,21353.12,41097.66,2302.1,14590.4,2204.64,2304.0,5653.72,484.0,484.0,484.0,484.0,484.0,484.0,484.0,
22767,970,997,31734.92,2800.6,23963.96,46346.38,2806.9,15948.74,2645.64,2806.9,6484.86,674.98,674.98,674.98,674.98,674.98,674.98,674.98,
22789,965,994,37155.94,3354.8,26667.28,51690.08,3361.7,17323.46,3112.74,3357.14,7464.78,837.62,837.62,837.62,837.62,837.62,837.62,837.62,
22809,959,990,42567.88,4085.84,29290.48,56908.56,4093.46,18577.64,3755.22,4071.48,8456.36,1076.88,1076.88,1076.88,1076.88,1076.88,1076.88,1076.88,
22829,953,986,48045.78,4888.88,32037.46,62327.22,4897.22,19785.32,4508.68,4833.4,9499.08,1336.72,1336.72,1336.72,1336.72,1336.72,1336.72,1336.72,
22850,947,982,53493.24,5763.92,34856.6,67738.2,5772.98,20993.66,5380.54,5616.52,10582.28,1611.12,1611.12,1611.12,1611.12,1611.12,1611.12,1611.12,
22870,941,978,58777.32,6710.96,37659.96,72977.16,6720.74,22136.72,6249.98,6435.16,11747.24,1904.88,1904.88,1904.88,1904.88,1904.88,1904.88,1904.88,
22890,935,973,63852.7,7730.0,40291.48,77951.58,7740.5,23212.26,7104.0,7284.44,12867.92,2311.0,2311.0,2311.0,2311.0,2311.0,2311.0,2311.0,
22911,929,969,68761.82,8821.04,42734.62,82729.36,8832.26,24230.34,7940.8,8166.68,14061.76,2646.68,2646.68,2646.68,2646.68,2646.68,2646.68,2646.68,
22932,923,965,73481.42,9984.08,45022.7,87331.52,9996.02,25176.1,8748.82,9077.9,15248.32,2997.98,2997.98,2997.98,2997.98,2997.98,2997.98,2997.98,
22952,916,960,77840.54,11431.96,47009.26,91462.84,11444.74,25998.32,9629.78,10214.92,16285.16,3467.08,3467.08,3467.08,3467.08,3467.08,3467.08,3467.08,
22973,910,956,82184.76,12733.24,49008.38,95628.1,12764.5,26921.34,10364.96,11189.38,17339.24,3842.26,3842.26,3842.26,3842.26,3842.26,3842.26,3842.26,
22994,903,951,86161.04,14270.02,50688.3,99358.66,14395.22,27680.7,11204.14,12399.24,18297.84,4346.76,4346.76,4346.76,4346.76,4346.76,4346.76,4346.76,
23015,897,946,90081.52,15536.08,52455.74,103409.4,15870.98,28529.04,11915.04,13422.86,19280.7,4865.5,4865.5,4865.5,4865.5,4865.5,4865.5,4865.5,
23036,890,941,93564.74,17119.32,53930.92,106989.28,17683.7,29210.18,12760.92,14699.24,20195.48,5394.8,5394.8,5394.8,5394.8,5394.8,5394.8,5394.8,
23057,883,937,96545.24,18945.7,55256.48,110219.02,19594.42,29799.46,13587.52,16025.6,21112.92,5791.52,5791.52,5791.52,5791.52,5791.52,5791.52,5791.52,
23078,877,932,98982.78,20628.82,56591.36,113181.44,21310.18,30442.9,14224.0,17183.52,21724.72,6330.92,6330.92,6330.92,6330.92,6330.92,6330.92,6330.92,
23098,871,927,99925.26,22383.94,57596.4,115337.78,23097.94,30840.26,14780.98,18578.88,22027.8,6975.68,6975.68,6975.68,6975.68,6975.68,6975.68,6975.68,
23119,867,924,98447.04,23594.02,58319.62,116630.5,24329.78,30904.5,14901.32,19635.28,22067.42,7430.44,7430.44,7430.44,7430.44,7430.44,7430.44,7430.44,
23139,864,922,97703.4,24522.58,58064.1,115948.66,25268.32,30291.84,15122.96,20457.64,21785.32,7748.68,7748.68,7748.68,7748.68,7748.68,7748.68,7748.68,
23160,862,920,97217.64,25151.62,57106.58,114664.56,25901.74,29464.46,15431.92,21015.88,21385.94,8074.92,8074.92,8074.92,8074.92,8074.92,8074.92,8074.92,
23180,862,920,97217.64,25151.62,56958.08,114664.56,25901.74,29425.96,15431.92,21015.88,21173.84,8074.92,8074.92,8074.92,8074.92,8074.92,8074.92,8074.92,
23201,862,919,97217.64,25151.62,56958.08,114664.56,25901.74,29601.16,15431.92,21015.88,20850.84,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23222,863,919,97459.52,24836.1,57200.84,115059.56,25580.86,30015.66,15270.06,20735.76,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23242,863,919,97459.52,24836.1,57200.84,115059.56,25580.86,30263.16,15270.06,20735.76,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23263,863,919,97459.52,24836.1,57292.34,115059.56,25580.86,30575.16,15270.06,20735.76,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23284,863,919,97465.9,24836.1,57525.86,115072.28,25580.86,30932.28,15270.06,20735.76,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23305,864,919,97709.74,24522.58,58129.46,115588.4,25261.98,31492.08,15116.62,20457.64,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23325,864,919,97709.74,24516.24,58410.36,115756.02,25261.98,31885.2,15116.62,20457.64,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23345,864,919,97709.74,24516.24,58627.98,115781.14,25261.98,32295.6,15122.96,20457.64,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23366,865,919,97955.58,24204.76,58915.1,116184.24,24945.1,32881.22,14971.48,20181.52,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23387,865,919,97955.58,24204.76,58915.1,116190.54,24945.1,33310.88,14971.48,20181.52,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23407,865,919,97955.58,24204.76,58915.1,116196.84,24945.1,33760.16,14965.18,20181.52,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23428,865,919,97955.58,24204.76,58915.1,116196.84,24945.1,34213.36,14965.18,20181.52,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23448,866,919,98203.42,23895.28,59179.42,116595.52,24630.22,34824.06,14815.74,19907.4,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23470,866,919,98203.42,23901.54,59369.82,116713.12,24630.22,35288.16,14815.74,19907.4,20800.14,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23490,867,919,98453.26,23600.24,59945.16,117441.3,24317.34,35907.22,14668.3,19635.28,20804.28,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23512,868,919,98705.1,23294.68,60641.78,118315.22,24006.46,36527.32,14522.86,19365.16,20862.18,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23534,869,919,98958.94,22991.12,61350.5,119135.22,23697.58,37143.92,14379.42,19097.04,21032.42,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,8241.04,
23555,870,920,99214.78,22689.56,62045.54,119830.92,23390.7,37746.78,14237.98,18830.92,21353.06,8074.92,8074.92,8074.92,8074.92,8074.92,8074.92,8074.92,
23576,872,920,99732.46,22092.44,62898.74,120688.04,22782.94,38449.52,13961.1,18304.68,21565.24,8074.92,8074.92,8074.92,8074.92,8074.92,8074.92,8074.92,
