@relation Combined_train

@attribute var_x numeric
@attribute 'delta var_x' numeric
@attribute mean_x numeric
@attribute var_y numeric
@attribute 'delta var_y' numeric
@attribute mean_y numeric
@attribute var_z numeric
@attribute 'delta var_z' numeric
@attribute mean_z numeric
@attribute class {none,motion,tap}

@data
0.002289,-0.000514,3.210146,0.000422,-0.000033,4.740519,0.00139,-0.00015,8.13837,none
0.002242,-0.000048,3.212061,0.000422,0,4.740519,0.001247,-0.000143,8.140285,none
0.001996,-0.000246,3.210146,0.000528,0.000106,4.742435,0.001537,0.00029,8.13837,none
0.001948,-0.000048,3.212061,0.000481,-0.000048,4.74435,0.001482,-0.000055,8.132624,none
0.002186,0.000238,3.213976,0.000572,0.000092,4.746266,0.001596,0.000114,8.130709,none
0.002186,0,3.213976,0.00051,-0.000062,4.748181,0.001453,-0.000143,8.124963,tap
0.002124,-0.000062,3.215892,0.00044,-0.00007,4.750096,0.001453,0,8.124963,tap
0.02185,0.019726,3.252284,0.01222,0.01178,4.774996,0.220392,0.218939,8.015787,tap
0.168668,0.146818,3.164177,0.121959,0.109739,4.700297,0.277714,0.057322,8.063671,tap
0.178001,0.009333,3.141193,0.127209,0.00525,4.683059,0.279823,0.002109,8.073248,tap
0.178573,0.000572,3.145023,0.129616,0.002407,4.667736,0.279823,0,8.073248,tap
0.225414,0.046841,3.091393,0.151187,0.021571,4.629428,0.295895,0.016072,8.098148,tap
0.266502,0.041088,3.037763,0.177983,0.026796,4.587291,0.328473,0.032577,8.136455,tap
0.279313,0.012811,3.003287,0.203164,0.025181,4.541322,0.361061,0.032588,8.176678,tap
0.341837,0.062524,2.928587,0.21592,0.012756,4.50493,0.361208,0.000147,8.180508,tap
0.398719,0.056882,2.86155,0.320211,0.104291,4.416823,1.404765,1.043558,8.418013,tap
0.394372,-0.004347,2.851973,0.456507,0.136296,4.485776,4.478678,3.073913,8.03111,tap
0.584523,0.190151,2.936249,0.47507,0.018563,4.50493,4.483667,0.004989,8.011956,tap
0.665555,0.081032,2.851973,0.477888,0.002818,4.474284,4.53691,0.053243,8.05601,tap
0.665555,0,2.851973,0.476901,-0.000987,4.472369,4.549941,0.013031,8.078994,tap
0.66688,0.001324,2.853888,0.473761,-0.00314,4.464707,4.549824,-0.000117,8.071333,tap
0.659909,-0.00697,2.834735,0.46971,-0.00405,4.453215,4.551702,0.001878,8.078994,tap
0.650587,-0.009322,2.813666,0.46402,-0.00569,4.432146,4.565404,0.013702,8.107725,tap
0.641992,-0.008596,2.792597,0.458738,-0.005283,4.416823,4.568152,0.002748,8.121132,tap
0.628961,-0.013031,2.769613,0.452189,-0.006548,4.403416,4.572477,0.004325,8.13837,tap
0.619155,-0.009806,2.752374,0.446026,-0.006163,4.388093,4.57732,0.004843,8.157524,tap
0.608296,-0.010859,2.733221,0.439191,-0.006835,4.370855,4.579759,0.00244,8.170932,tap
0.541116,-0.06718,2.679591,0.399361,-0.03983,4.330632,4.330294,-0.249465,8.301176,tap
0.467146,-0.07397,2.742797,0.338613,-0.060749,4.386177,4.295662,-0.034632,8.262869,tap
0.467509,0.000363,2.748544,0.338609,-0.000004,4.388093,4.298436,0.002773,8.274361,tap
0.454214,-0.013295,2.725559,0.338609,0,4.388093,4.298201,-0.000235,8.289684,tap
0.436565,-0.01765,2.75812,0.330068,-0.008541,4.411077,4.292258,-0.005943,8.278192,tap
0.416842,-0.019722,2.788766,0.314855,-0.015214,4.435977,4.272535,-0.019722,8.255208,tap
0.412146,-0.004696,2.804089,0.296057,-0.018798,4.462792,4.251107,-0.021428,8.234139,tap
0.359153,-0.052993,2.855804,0.284314,-0.011743,4.483861,4.255627,0.00452,8.249462,tap
0.30116,-0.057993,2.905603,0.168356,-0.115957,4.552814,3.139812,-1.115815,8.02728,tap
0.302367,0.001207,2.892196,0.03852,-0.129836,4.462792,0.064949,-3.074863,8.435252,tap
0.097526,-0.20484,2.788766,0.012106,-0.026414,4.424485,0.036818,-0.028131,8.469728,tap
0.020265,-0.077261,2.846227,0.008346,-0.00376,4.434062,0.017331,-0.019488,8.439082,tap
0.0097,-0.010566,2.823243,0.004417,-0.003929,4.416823,0.016523,-0.000807,8.435252,tap
0.001555,-0.008144,2.804089,0.002788,-0.001629,4.405331,0.006879,-0.009645,8.456321,none
0.007352,0.005796,2.784935,0.002095,-0.000693,4.399585,0.005136,-0.001743,8.465898,none
0.007231,-0.000121,2.78302,0.003709,0.001614,4.391924,0.007524,0.002388,8.471644,none
0.007352,0.000121,2.784935,0.003742,0.000033,4.386178,0.006879,-0.000646,8.475474,none
0.008141,0.000789,2.775359,0.004094,0.000352,4.370855,0.008287,0.001409,8.486967,none
0.009168,0.001027,2.779189,0.005558,0.001464,4.357447,0.00908,0.000792,8.494628,none
0.009847,0.000679,2.769613,0.005939,0.000382,4.349786,0.008496,-0.000583,8.500374,none
0.014568,0.004722,2.752374,0.007524,0.001585,4.334463,0.01178,0.003283,8.509951,none
0.018853,0.004285,2.737051,0.007524,0,4.334463,0.010459,-0.001321,8.517612,none
0.021131,0.002278,2.719813,0.008405,0.00088,4.322971,0.01266,0.002201,8.529104,none
0.020878,-0.000253,2.714067,0.008141,-0.000264,4.311478,0.012836,0.000176,8.540597,none
0.022085,0.001207,2.70066,0.007352,-0.000789,4.301902,0.012748,-0.000088,8.552089,none
0.02396,0.001875,2.687252,0.007469,0.000117,4.29424,0.01284,0.000092,8.561666,none
0.025075,0.001115,2.691083,0.00726,-0.000209,4.292325,0.012983,0.000143,8.55975,none
0.025075,0,2.691083,0.007172,-0.000088,4.280833,0.013412,0.000429,8.565496,none
0.026161,0.001086,2.694913,0.008992,0.00182,4.26551,0.014304,0.000891,8.582735,none
0.030244,0.004083,2.708321,0.010345,0.001354,4.271256,0.016035,0.001732,8.575073,none
0.033839,0.003595,2.689167,0.010929,0.000583,4.273171,0.016817,0.000781,8.573158,none
0.033839,0,2.689167,0.011607,0.000679,4.263594,0.020731,0.003914,8.594227,none
0.036139,0.0023,2.668098,0.015331,0.003724,4.273171,0.029481,0.00875,8.576988,none
0.04377,0.007631,2.637453,0.015683,0.000352,4.261679,0.02889,-0.000591,8.590396,none
0.042626,-0.001145,2.641283,0.021641,0.005958,4.234864,0.03742,0.008529,8.619126,none
0.045036,0.00241,2.647029,0.022081,0.00044,4.231033,0.036774,-0.000646,8.611465,none
0.050374,0.005338,2.656606,0.021612,-0.00047,4.227203,0.036774,0,8.611465,none
0.051694,0.001321,2.648945,0.02163,0.000018,4.229118,0.037405,0.000631,8.615296,none
0.104497,0.052802,2.578076,0.024448,0.002817,4.244441,0.038462,0.001057,8.607634,none
0.105274,0.000778,2.581907,0.032559,0.008111,4.223372,0.058419,0.019957,8.645941,none
0.105843,0.000569,2.579992,0.034379,0.00182,4.238695,0.070331,0.011912,8.61338,none
0.107945,0.002102,2.574246,0.0356,0.001222,4.221456,0.083365,0.013035,8.645941,none
0.121857,0.013911,2.551261,0.036011,0.000411,4.229118,0.08385,0.000484,8.634449,none
0.124802,0.002946,2.530192,0.036814,0.000803,4.223372,0.089015,0.005165,8.649772,none
0.127356,0.002553,2.5187,0.036774,-0.00004,4.221456,0.089554,0.000539,8.644026,none
0.128548,0.001192,2.528277,0.04147,0.004696,4.206134,0.094426,0.004872,8.659349,none
0.123133,-0.005415,2.516785,0.04107,-0.0004,4.204218,0.095894,0.001467,8.655518,none
0.117817,-0.005316,2.499547,0.042028,0.000958,4.198472,0.099361,0.003467,8.668926,none
0.114648,-0.00317,2.46507,0.041745,-0.000282,4.21188,0.098891,-0.00047,8.661264,none
0.100648,-0.013999,2.442086,0.041129,-0.000616,4.188895,0.098946,0.000055,8.689995,none
0.102497,0.001849,2.453578,0.037713,-0.003415,4.175488,0.094195,-0.004751,8.699571,none
0.099269,-0.003228,2.434424,0.03793,0.000216,4.173572,0.093036,-0.001159,8.695741,none
0.099386,0.000117,2.438255,0.03027,-0.00766,4.150588,0.078009,-0.015027,8.726386,none
0.101323,0.001937,2.434424,0.031755,0.001486,4.160165,0.079594,0.001585,8.718725,none
0.103734,0.00241,2.417186,0.02841,-0.003346,4.167826,0.078431,-0.001163,8.71681,none
0.094885,-0.008849,2.405694,0.028597,0.000187,4.165911,0.07798,-0.000451,8.718725,none
0.078083,-0.016802,2.38654,0.028391,-0.000205,4.158249,0.073798,-0.004182,8.730217,none
0.079374,0.001291,2.371217,0.028821,0.000429,4.160165,0.073853,0.000055,8.728302,none
0.044885,-0.034489,2.403779,0.0244,-0.004421,4.150588,0.070331,-0.003522,8.739794,none
0.039636,-0.00525,2.38654,0.019058,-0.005341,4.165911,0.055689,-0.014641,8.714894,none
0.047633,0.007998,2.405694,0.015129,-0.003929,4.148673,0.0379,-0.017789,8.739794,none
0.048055,0.000422,2.415271,0.014451,-0.000679,4.158249,0.029701,-0.008199,8.711064,none
0.04107,-0.006985,2.442086,0.013042,-0.001409,4.146757,0.02757,-0.002131,8.724471,none
0.04107,0,2.442086,0.015173,0.002131,4.160165,0.026601,-0.000969,8.701487,none
0.04169,0.00062,2.44017,0.015184,0.000011,4.154419,0.026766,0.000165,8.718725,none
0.04169,0,2.44017,0.012972,-0.002212,4.160165,0.02364,-0.003126,8.707233,none
0.04169,0,2.44017,0.012103,-0.000869,4.154419,0.021777,-0.001864,8.711064,none
0.041569,-0.000121,2.438255,0.011813,-0.00029,4.156334,0.019939,-0.001838,8.705317,none
0.039269,-0.0023,2.444001,0.011222,-0.000591,4.154419,0.019939,0,8.705317,none
0.039841,0.000572,2.432509,0.010195,-0.001027,4.158249,0.017595,-0.002344,8.699571,none
0.041734,0.001893,2.43634,0.010199,0.000004,4.156334,0.01667,-0.000924,8.703402,none
0.041954,0.00022,2.447832,0.010199,0,4.156334,0.016142,-0.000528,8.695741,none
0.04191,-0.000044,2.444001,0.010048,-0.00015,4.158249,0.015834,-0.000308,8.69191,none
0.039104,-0.002806,2.449747,0.009465,-0.000583,4.156334,0.014744,-0.00109,8.697656,none
0.03538,-0.003724,2.463155,0.009021,-0.000444,4.158249,0.011193,-0.003551,8.689995,none
0.037332,0.001952,2.466985,0.008863,-0.000158,4.160165,0.011534,0.000341,8.688079,none
0.035699,-0.001633,2.457409,0.008863,0,4.160165,0.011578,0.000044,8.69191,none
0.03177,-0.003929,2.470816,0.007994,-0.000869,4.154419,0.011633,0.000055,8.689995,none
0.029096,-0.002674,2.476562,0.007231,-0.000763,4.150588,0.011681,0.000048,8.688079,none
0.028556,-0.000539,2.482308,0.007249,0.000018,4.152503,0.011314,-0.000367,8.684249,none
0.026429,-0.002128,2.478478,0.007524,0.000275,4.150588,0.011431,0.000117,8.69191,none
0.026326,-0.000103,2.474647,0.007319,-0.000205,4.146757,0.010859,-0.000572,8.695741,none
0.026308,-0.000018,2.46507,0.007205,-0.000114,4.148673,0.010551,-0.000308,8.69191,none
0.02458,-0.001728,2.470816,0.005323,-0.001882,4.142927,0.009392,-0.001159,8.695741,none
0.022962,-0.001618,2.488054,0.00791,0.002586,4.13335,0.009392,0,8.695741,none
0.021759,-0.001203,2.484224,0.007524,-0.000385,4.142927,0.01102,0.001629,8.684249,none
0.020438,-0.001321,2.476562,0.007777,0.000253,4.13718,0.009964,-0.001057,8.699571,none
0.020603,0.000165,2.474647,0.008786,0.001009,4.146757,0.00992,-0.000044,8.688079,none
0.020603,0,2.474647,0.0077,-0.001086,4.139096,0.009979,0.000059,8.695741,none
0.020174,-0.000429,2.491885,0.007378,-0.000323,4.142927,0.008966,-0.001013,8.684249,none
0.017444,-0.002729,2.480393,0.007378,0,4.142927,0.008786,-0.00018,8.686164,none
0.018383,0.000939,2.484224,0.007378,0,4.142927,0.008845,0.000059,8.689995,none
0.019205,0.000822,2.480393,0.007939,0.000561,4.148673,0.00908,0.000235,8.686164,none
0.017301,-0.001904,2.486139,0.00719,-0.000748,4.13718,0.009377,0.000297,8.69191,none
0.020706,0.003404,2.501462,0.00719,0,4.13718,0.008276,-0.001101,8.680418,none
0.017316,-0.00339,2.48997,0.00726,0.00007,4.139096,0.007965,-0.000312,8.682333,none
0.017503,0.000187,2.495716,0.00726,0,4.139096,0.008232,0.000268,8.684249,none
0.018637,0.001134,2.48997,0.008933,0.001673,4.146757,0.009168,0.000935,8.678502,none
0.017973,-0.000664,2.491885,0.008698,-0.000235,4.142927,0.00996,0.000792,8.686164,none
0.022375,0.004402,2.507208,0.008643,-0.000055,4.141011,0.010166,0.000205,8.682333,none
0.020232,-0.002142,2.499547,0.008346,-0.000297,4.146757,0.009758,-0.000407,8.676587,none
0.020485,0.000253,2.497631,0.008346,0,4.146757,0.009891,0.000132,8.680418,none
0.019825,-0.00066,2.501462,0.008552,0.000205,4.150588,0.010052,0.000161,8.676587,none
0.019,-0.000825,2.507208,0.008111,-0.00044,4.142927,0.009579,-0.000473,8.682333,none
0.019,0,2.507208,0.005206,-0.002906,4.154419,0.007378,-0.002201,8.670841,none
0.019,0,2.507208,0.005048,-0.000158,4.152503,0.00609,-0.001288,8.676587,none
0.019,0,2.507208,0.004622,-0.000426,4.156334,0.005176,-0.000913,8.670841,none
0.019,0,2.507208,0.003709,-0.000913,4.150588,0.004769,-0.000407,8.676587,none
0.016711,-0.002289,2.5187,0.003709,0,4.150588,0.004472,-0.000297,8.674672,none
0.016035,-0.000675,2.514869,0.00383,0.000121,4.148673,0.004472,0,8.674672,none
0.016035,0,2.514869,0.003856,0.000026,4.150588,0.004472,0,8.674672,none
0.01532,-0.000715,2.505293,0.003727,-0.000128,4.152503,0.004314,-0.000158,8.672756,none
0.013853,-0.001467,2.512954,0.003243,-0.000484,4.148673,0.004314,0,8.672756,none
0.012895,-0.000958,2.5187,0.002847,-0.000396,4.152503,0.00383,-0.000484,8.668926,none
0.010771,-0.002124,2.512954,0.002421,-0.000426,4.156334,0.003727,-0.000103,8.672756,none
0.010771,0,2.512954,0.002421,0,4.156334,0.003595,-0.000132,8.676587,none
0.011065,0.000293,2.505293,0.002271,-0.00015,4.158249,0.00314,-0.000455,8.672756,none
0.009579,-0.001486,2.514869,0.000748,-0.001522,4.148673,0.002421,-0.000719,8.676587,none
0.007994,-0.001585,2.526362,0.000774,0.000026,4.150588,0.001673,-0.000748,8.672756,none
0.004296,-0.003698,2.514869,0.000792,0.000018,4.152503,0.001537,-0.000136,8.674672,none
0.004179,-0.000117,2.511039,0.000774,-0.000018,4.150588,0.001541,0.000004,8.676587,none
0.003683,-0.000495,2.516785,0.000792,0.000018,4.152503,0.001379,-0.000161,8.672756,none
0.003463,-0.00022,2.520616,0.000602,-0.000191,4.148673,0.001247,-0.000132,8.676587,none
0.003463,0,2.520616,0.000499,-0.000103,4.152503,0.001379,0.000132,8.672756,none
0.003122,-0.000341,2.514869,0.000499,0,4.152503,0.001831,0.000451,8.678503,none
0.002847,-0.000275,2.512954,0.000499,0,4.152503,0.001831,0,8.678503,none
0.003005,0.000158,2.511039,0.000499,0,4.152503,0.001831,0,8.678503,none
0.002623,-0.000382,2.5187,0.000481,-0.000018,4.150588,0.001977,0.000147,8.674672,none
0.002656,0.000033,2.516785,0.000602,0.000121,4.148673,0.00182,-0.000158,8.672756,none
0.002535,-0.000121,2.514869,0.000499,-0.000103,4.152503,0.001684,-0.000136,8.674672,none
0.002509,-0.000026,2.516785,0.000499,0,4.152503,0.001688,0.000004,8.676587,none
0.002388,-0.000121,2.522531,0.00051,0.000011,4.154419,0.002095,0.000407,8.670841,none
0.002388,0,2.522531,0.000499,-0.000011,4.152503,0.001977,-0.000117,8.674672,none
0.002418,0.000029,2.526362,0.000499,0,4.152503,0.001977,0,8.674672,none
0.001743,-0.000675,2.5187,0.00066,0.000161,4.156334,0.002363,0.000385,8.668926,none
0.001849,0.000106,2.520615,0.000657,-0.000004,4.154419,0.002436,0.000073,8.665095,none
0.001321,-0.000528,2.528277,0.00066,0.000004,4.156334,0.002388,-0.000048,8.66318,none
0.00139,0.00007,2.526362,0.000803,0.000143,4.154419,0.002289,-0.000099,8.665095,none
0.00139,0,2.526362,0.000792,-0.000011,4.152503,0.00204,-0.000249,8.661264,none
0.00139,0,2.526362,0.000792,0,4.152503,0.002124,0.000084,8.659349,none
0.001321,-0.00007,2.528277,0.000803,0.000011,4.154419,0.002124,0,8.659349,none
0.00139,0.00007,2.526362,0.000792,-0.000011,4.152503,0.002187,0.000062,8.661264,none
0.001684,0.000293,2.530192,0.000803,0.000011,4.154419,0.002201,0.000015,8.657434,none
0.001684,0,2.530192,0.000792,-0.000011,4.152503,0.002388,0.000187,8.66318,none
0.001655,-0.000029,2.534023,0.000803,0.000011,4.154419,0.001761,-0.000627,8.657434,none
0.0016,-0.000055,2.532108,0.000803,0,4.154419,0.001977,0.000216,8.655518,none
0.001262,-0.000338,2.535938,0.000803,0,4.154419,0.001893,-0.000084,8.653603,none
0.001262,0,2.535938,0.000807,0.000004,4.156334,0.001831,-0.000062,8.655518,none
0.001156,-0.000106,2.537854,0.000646,-0.000161,4.160165,0.001746,-0.000084,8.653603,none
0.001262,0.000106,2.535938,0.000657,0.000011,4.15825,0.001746,0,8.653603,none
0.001302,0.00004,2.537854,0.000657,0,4.15825,0.001655,-0.000092,8.651687,none
0.001361,0.000059,2.534023,0.000657,0,4.15825,0.001467,-0.000187,8.657434,none
0.001262,-0.000099,2.535938,0.000646,-0.000011,4.160165,0.001453,-0.000015,8.653603,none
0.001214,-0.000048,2.534023,0.000627,-0.000018,4.16208,0.001361,-0.000092,8.651687,none
0.001156,-0.000059,2.537854,0.00051,-0.000117,4.15825,0.001174,-0.000187,8.657434,none
0.001335,0.00018,2.539769,0.000627,0.000117,4.16208,0.001097,-0.000077,8.659349,none
0.001302,-0.000033,2.537854,0.000627,0,4.16208,0.001361,0.000264,8.66318,none
0.001379,0.000077,2.5436,0.000422,-0.000205,4.165911,0.001684,0.000323,8.659349,none
0.001379,0,2.5436,0.000422,0,4.165911,0.001761,0.000077,8.657434,none
0.001834,0.000455,2.547431,0.000528,0.000106,4.167826,0.002289,0.000528,8.665095,none
0.002242,0.000407,2.553177,0.000627,0.000099,4.169742,0.002289,0,8.665095,none
0.002036,-0.000205,2.557007,0.00088,0.000253,4.175488,0.002333,0.000044,8.661264,none
0.002862,0.000825,2.547431,0.001159,0.000279,4.171657,0.002289,-0.000044,8.665095,none
0.002828,-0.000033,2.553177,0.001097,-0.000062,4.173572,0.00204,-0.000249,8.661264,none
0.002847,0.000018,2.551261,0.001097,0,4.173572,0.00204,0,8.661264,none
0.003005,0.000158,2.549346,0.001159,0.000062,4.171657,0.001743,-0.000297,8.66701,none
0.002994,-0.000011,2.551261,0.001097,-0.000062,4.173572,0.001743,0,8.66701,none
0.002994,0,2.551261,0.001159,0.000062,4.171657,0.001743,0,8.66701,none
0.002994,0,2.551261,0.001159,0,4.171657,0.001743,0,8.66701,none
0.002828,-0.000165,2.553177,0.001174,0.000015,4.175488,0.001849,0.000106,8.665095,none
0.002847,0.000018,2.551261,0.001174,0,4.175488,0.001849,0,8.665095,none
0.00277,-0.000077,2.557007,0.001174,0,4.175488,0.001801,-0.000048,8.66318,none
0.002729,-0.00004,2.558923,0.001244,0.00007,4.177403,0.001801,0,8.66318,none
0.002682,-0.000048,2.560838,0.001244,0,4.177403,0.002124,0.000323,8.659349,none
0.002682,0,2.560838,0.001159,-0.000084,4.179319,0.002054,-0.00007,8.657433,none
0.002623,-0.000059,2.557007,0.001159,0,4.179319,0.002124,0.00007,8.655518,none
0.002682,0.000059,2.560838,0.001244,0.000084,4.177403,0.002036,-0.000088,8.647857,none
0.002623,-0.000059,2.557007,0.001244,0,4.177403,0.001801,-0.000235,8.651687,none
0.002623,0,2.557007,0.001159,-0.000084,4.179319,0.001746,-0.000055,8.653603,none
0.002242,-0.000382,2.553177,0.001097,-0.000062,4.177403,0.001042,-0.000704,8.645941,none
0.001834,-0.000407,2.547431,0.001027,-0.00007,4.175488,0.000939,-0.000103,8.642111,none
0.001831,-0.000004,2.545515,0.000774,-0.000253,4.169742,0.001042,0.000103,8.645941,none
0.000921,-0.00091,2.553177,0.00051,-0.000264,4.173573,0.001097,0.000055,8.640195,none
0.000921,0,2.553177,0.00051,0,4.173573,0.001097,0,8.640195,none
0.001009,0.000088,2.557007,0.00051,0,4.173573,0.001101,0.000004,8.63828,none
0.000774,-0.000235,2.560838,0.00044,-0.00007,4.175488,0.00095,-0.00015,8.636364,none
0.000822,0.000048,2.558923,0.00051,0.00007,4.173573,0.001101,0.00015,8.63828,none
0.001159,0.000338,2.562753,0.00051,0,4.177403,0.001233,0.000132,8.634449,none
0.001159,0,2.562753,0.00051,0,4.177403,0.001214,-0.000018,8.632534,none
0.001097,-0.000062,2.564669,0.00044,-0.00007,4.175488,0.001335,0.000121,8.630618,none
0.001027,-0.00007,2.566584,0.00044,0,4.175488,0.001302,-0.000033,8.628703,none
0.00095,-0.000077,2.564669,0.00051,0.00007,4.177403,0.001262,-0.00004,8.626788,none
0.001027,0.000077,2.566584,0.00044,-0.00007,4.175488,0.001262,0,8.626788,none
0.001097,0.00007,2.564669,0.00051,0.00007,4.173573,0.001189,-0.000073,8.630618,none
0.001097,0,2.564669,0.00051,0,4.173573,0.001156,-0.000033,8.628703,none
0.001027,-0.00007,2.566584,0.00051,0,4.173573,0.001189,0.000033,8.630618,none
0.001013,-0.000015,2.562753,0.00044,-0.00007,4.175488,0.001244,0.000055,8.636364,none
0.002095,0.001082,2.57233,0.000719,0.000279,4.179319,0.001361,0.000117,8.632534,none
0.002418,0.000323,2.568499,0.000803,0.000084,4.177403,0.002275,0.000913,8.63828,none
0.002495,0.000077,2.566584,0.000866,0.000062,4.179319,0.002271,-0.000004,8.640195,none
0.002418,-0.000077,2.568499,0.000921,0.000055,4.181234,0.003709,0.001438,8.632534,none
0.002418,0,2.568499,0.001042,0.000121,4.18698,0.003537,-0.000172,8.630618,none
0.002495,0.000077,2.566584,0.003005,0.001963,4.177403,0.005617,0.00208,8.644026,none
0.003562,0.001068,2.57233,0.003067,0.000062,4.179319,0.007818,0.002201,8.632534,none
0.003562,0,2.57233,0.003067,0,4.179319,0.007994,0.000176,8.636364,none
0.00361,0.000048,2.574246,0.003316,0.000249,4.183149,0.007983,-0.000011,8.634449,none
0.003537,-0.000073,2.578076,0.004179,0.000862,4.192726,0.009755,0.001772,8.621042,none
0.003654,0.000117,2.570415,0.004179,0,4.192726,0.009725,-0.000029,8.624872,none
0.004124,0.00047,2.578076,0.004314,0.000136,4.190811,0.00996,0.000235,8.628703,none
0.004237,0.000114,2.576161,0.004314,0,4.190811,0.00996,0,8.628703,none
0.006163,0.001926,2.566584,0.005664,0.00135,4.183149,0.013119,0.003159,8.642111,none
0.008673,0.002509,2.555092,0.005939,0.000275,4.177403,0.013882,0.000763,8.649772,none
0.008552,-0.000121,2.553177,0.006002,0.000062,4.179319,0.014069,0.000187,8.647857,none
0.009465,0.000913,2.547431,0.00591,-0.000092,4.181234,0.014175,0.000106,8.649772,none
0.009465,0,2.547431,0.006002,0.000092,4.179319,0.014451,0.000275,8.655518,none
0.009608,0.000143,2.549346,0.005939,-0.000062,4.177403,0.015537,0.001086,8.647857,none
0.009725,0.000117,2.553177,0.006017,0.000077,4.175488,0.015537,0,8.647857,none
0.009725,0,2.553177,0.005708,-0.000308,4.171657,0.015863,0.000327,8.645941,none
0.010782,0.001057,2.564669,0.005646,-0.000062,4.173572,0.015041,-0.000822,8.63828,none
0.010782,0,2.564669,0.005562,-0.000084,4.171657,0.015173,0.000132,8.634449,none
0.011076,0.000293,2.5685,0.00547,-0.000092,4.169742,0.013809,-0.001365,8.645941,none
0.012165,0.00109,2.562753,0.005118,-0.000352,4.165911,0.013999,0.000191,8.642111,none
0.013189,0.001024,2.557007,0.00449,-0.000627,4.167826,0.014862,0.000862,8.644026,none
0.011956,-0.001233,2.545515,0.004417,-0.000073,4.163996,0.012473,-0.002388,8.657434,none
0.011901,-0.000055,2.539769,0.004608,0.000191,4.160165,0.012473,0,8.657434,none
0.012913,0.001013,2.528277,0.004314,-0.000293,4.152503,0.01266,0.000187,8.66318,none
0.012605,-0.000308,2.524446,0.002682,-0.001633,4.142927,0.010606,-0.002054,8.682333,none
0.016945,0.00434,2.511039,0.003562,0.00088,4.131434,0.01058,-0.000026,8.684249,none
0.015537,-0.001409,2.499547,0.005939,0.002377,4.119942,0.013354,0.002773,8.695741,none
0.016035,0.000499,2.503377,0.005796,-0.000143,4.118027,0.013864,0.00051,8.693825,none
0.016597,0.000561,2.501462,0.006809,0.001013,4.114196,0.013192,-0.000671,8.69191,none
0.015614,-0.000983,2.505293,0.006937,0.000128,4.112281,0.012895,-0.000297,8.686164,none
0.018196,0.002583,2.48997,0.007113,0.000176,4.100789,0.013486,0.000591,8.699571,none
0.017973,-0.000224,2.491885,0.007084,-0.000029,4.093127,0.014069,0.000583,8.705318,none
0.017943,-0.000029,2.484224,0.007205,0.000121,4.087381,0.014366,0.000297,8.699571,none
0.018706,0.000763,2.468901,0.00726,0.000055,4.077804,0.013853,-0.000514,8.718725,none
0.017844,-0.000862,2.459324,0.007205,-0.000055,4.072058,0.013834,-0.000018,8.72064,none
0.014836,-0.003008,2.44017,0.006967,-0.000238,4.062481,0.012836,-0.000998,8.735963,none
0.010753,-0.004083,2.426763,0.006295,-0.000671,4.056735,0.01222,-0.000616,8.739794,none
0.010551,-0.000202,2.417186,0.005763,-0.000532,4.047158,0.011373,-0.000847,8.753201,none
0.007906,-0.002645,2.403779,0.004916,-0.000847,4.041412,0.011222,-0.00015,8.755117,none
0.007939,0.000033,2.401863,0.00409,-0.000825,4.031836,0.009964,-0.001258,8.768524,none
0.007965,0.000026,2.399948,0.004197,0.000106,4.02992,0.009432,-0.000532,8.758948,none
0.007554,-0.000411,2.396117,0.003592,-0.000605,4.024174,0.009333,-0.000099,8.764694,none
0.007113,-0.00044,2.392286,0.003375,-0.000216,4.022259,0.009168,-0.000165,8.77044,none
0.007117,0.000004,2.394202,0.003151,-0.000224,4.020343,0.009168,0,8.77044,none
0.006204,-0.000913,2.388456,0.002656,-0.000495,4.010767,0.009755,0.000587,8.77427,none
0.005206,-0.000998,2.392286,0.002656,0,4.010767,0.00948,-0.000275,8.780016,none
0.005411,0.000205,2.384625,0.002142,-0.000514,4.014597,0.008434,-0.001046,8.77427,none
0.002935,-0.002476,2.375048,0.001361,-0.000781,4.008851,0.005738,-0.002696,8.783847,none
0.002858,-0.000077,2.376963,0.001156,-0.000205,4.012682,0.005518,-0.00022,8.780016,none
0.002788,-0.00007,2.375048,0.001068,-0.000088,4.008851,0.004754,-0.000763,8.787678,none
0.002142,-0.000646,2.38271,0.001042,-0.000026,4.010767,0.004677,-0.000077,8.781932,none
0.001893,-0.000249,2.378879,0.001042,0,4.010767,0.004637,-0.00004,8.780016,none
0.001831,-0.000062,2.376964,0.001156,0.000114,4.012682,0.003415,-0.001222,8.785763,none
0.001508,-0.000323,2.380794,0.001335,0.00018,4.010767,0.002917,-0.000499,8.781932,none
0.001453,-0.000055,2.378879,0.001335,0,4.010767,0.002803,-0.000114,8.783847,none
0.001409,-0.000044,2.38271,0.001409,0.000073,4.014597,0.002682,-0.000121,8.778101,none
0.001159,-0.000249,2.378879,0.001335,-0.000073,4.010767,0.002535,-0.000147,8.785763,none
0.001159,0,2.378879,0.001508,0.000172,4.008851,0.002363,-0.000172,8.783847,none
0.001159,0,2.378879,0.001379,-0.000128,4.006936,0.002242,-0.000121,8.785763,none
0.001159,0,2.378879,0.001361,-0.000018,4.008851,0.002036,-0.000205,8.781932,none
0.001214,0.000055,2.380794,0.001526,0.000165,4.006936,0.001655,-0.000382,8.785763,none
0.001159,-0.000055,2.378879,0.001526,0,4.006936,0.001629,-0.000026,8.783847,none
0.001361,0.000202,2.380794,0.001394,-0.000132,4.003105,0.001629,0,8.783847,none
