id,value,timestamp
1,1023,5084
1,1023,5105
1,1023,5125
1,1023,5145
1,1023,5168
1,1023,5188
1,1023,5209
1,1023,5229
1,1023,5249
1,1023,5270
1,1023,5290
1,1023,5312
1,1023,5333
1,1023,5353
1,1023,5375
1,1023,5395
1,1023,5415
1,1023,5435
1,1023,5455
1,1023,5475
1,1023,5495
1,1023,5515
1,1023,5535
1,1023,5557
1,1023,5577
1,1022,5597
1,1023,5617
1,1023,5637
1,1023,5657
1,1023,5677
1,1023,5698
1,1023,5719
1,1023,5739
1,1023,5760
1,1023,5781
1,1023,5802
1,1023,5823
1,1023,5844
1,1023,5865
1,1023,5886
1,1023,5906
1,1023,5927
1,1023,5948
1,1023,5969
1,1023,5990
1,1023,6011
1,1023,6032
1,1023,6054
1,1023,6075
1,1023,6096
1,1023,6117
1,1023,6138
1,1023,6160
1,1023,6181
1,1023,6202
1,1023,6223
1,1023,6244
1,1023,6265
1,1023,6287
1,1023,6308
1,1023,6330
1,1023,6351
1,1023,6372
1,1023,6393
1,1023,6414
1,1023,6435
1,1023,6456
1,1023,6477
1,1023,6498
1,1023,6519
1,1023,6540
1,1023,6562
1,1023,6584
1,1023,6606
1,1023,6628
1,1023,6650
1,1023,6671
1,1023,6692
1,1023,6713
1,1023,6734
1,1023,6756
1,1023,6777
1,1023,6800
1,1023,6822
1,1023,6844
1,1023,6865
1,1023,6886
1,1022,6907
1,1022,6928
1,1023,6951
1,1023,6973
1,1023,6995
1,1023,7016
1,1023,7038
1,1023,7060
1,1023,7081
1,1023,7102
1,1023,7124
1,1023,7146
1,1023,7167
1,1023,7188
1,1023,7210
1,1023,7231
1,1023,7253
1,1022,7275
1,910,7297
1,762,7320
1,716,7342
1,684,7363
1,658,7387
1,628,7410
1,600,7431
1,564,7454
1,536,7475
1,517,7497
1,490,7518
1,481,7541
1,469,7563
1,465,7585
1,458,7607
1,453,7629
1,453,7651
1,455,7672
1,456,7694
1,454,7718
1,452,7739
1,453,7761
1,454,7784
1,458,7807
1,458,7830
1,456,7852
1,455,7875
1,456,7897
1,467,7919
1,518,7942
1,649,7964
1,954,7988
1,1023,8010
1,1023,8032
1,1023,8054
1,1023,8076
1,1023,8098
1,1023,8120
1,1023,8142
1,1023,8166
1,1023,8188
1,1023,8211
1,1023,8234
1,1023,8256
1,1023,8278
1,1023,8300
1,1023,8323
1,1023,8345
1,1023,8368
1,1023,8390
1,1023,8413
1,1023,8436
1,1023,8458
1,1023,8480
1,1023,8502
1,1023,8525
1,1023,8549
1,1023,8572
1,1023,8596
1,1023,8620
1,1023,8642
1,1023,8667
1,1023,8689
1,1023,8712
1,1023,8734
1,1023,8757
1,1023,8781
1,1023,8803
1,1023,8825
1,1023,8849
1,1023,8871
1,1022,8895
1,1023,8920
1,1023,8943
1,1023,8965
1,1023,8988
1,1023,9011
1,1023,9033
1,1023,9056
1,1023,9079
1,1023,9101
1,1023,9124
1,1023,9146
1,1023,9170
1,1023,9193
1,1023,9216
1,1023,9239
1,1023,9263
1,1023,9285
1,1023,9309
1,1023,9331
1,1023,9354
1,1023,9378
1,1023,9402
1,1023,9425
1,1023,9447
1,1023,9470
1,1023,9494
1,1023,9516
1,1023,9539
1,1023,9562
1,1023,9584
1,1023,9608
1,1023,9630
1,1023,9653
1,1023,9676
1,1023,9699
1,1023,9723
1,1023,9746
1,1023,9768
1,1023,9793
1,1023,9816
1,1023,9840
1,1023,9862
1,1023,9885
1,1023,9908
1,1023,9930
1,1023,9953
1,1023,9977
1,1023,10000
1,1023,10023
1,1023,10046
1,1023,10069
1,1023,10093
1,1023,10115
1,1023,10139
1,1023,10162
1,1023,10186
1,1023,10210
1,1023,10232
1,1023,10255
1,1023,10279
1,1023,10302
1,1023,10326
1,1023,10350
1,1023,10373
1,1023,10397
1,1023,10422
1,1023,10445
1,1023,10467
1,1023,10491
1,1023,10515
1,1023,10540
1,1023,10564
1,1023,10588
1,1023,10613
1,1023,10636
1,1023,10661
1,1023,10683
1,1023,10707
1,1023,10729
1,1023,10752
1,1023,10776
1,1023,10801
1,1023,10824
1,1023,10848
1,1023,10870
1,1023,10895
1,1023,10920
1,1023,10943
1,1023,10967
1,1023,10992
1,1023,11015
1,1023,11040
1,1023,11065
1,1023,11091
1,1023,11114
1,1023,11137
1,1023,11160
1,1023,11185
1,1023,11208
1,1023,11232
1,1023,11257
1,1023,11280
1,1023,11303
1,1023,11326
1,1023,11349
1,1023,11373
1,1023,11399
1,1023,11422
1,1023,11445
1,1023,11469
1,1023,11493
1,1023,11518
1,1023,11542
1,1023,11566
1,1023,11589
1,1023,11613
1,1023,11637
1,1023,11659
1,1023,11683
1,1023,11708
1,1023,11731
1,1022,11756
1,1023,11780
1,1023,11803
1,1023,11828
1,1023,11852
1,1023,11875
1,1023,11900
1,1023,11924
1,1023,11948
1,1023,11971
1,1023,11994
1,1023,12018
1,1023,12043
1,1023,12066
1,1023,12091
1,1023,12116
1,1023,12139
1,1023,12164
1,1023,12189
1,1023,12213
1,1023,12238
1,1023,12263
1,1023,12287
1,1023,12312
1,1023,12337
1,1023,12363
1,1023,12387
1,1023,12412
1,1023,12437
1,1023,12461
1,1023,12485
1,1023,12510
1,1023,12533
1,1023,12556
1,1023,12581
1,1023,12607
1,1023,12631
1,1023,12655
1,1023,12681
1,1023,12706
1,1023,12732
1,1023,12755
1,1023,12778
1,1023,12802
1,1023,12829
1,1023,12854
1,1023,12881
1,1023,12904
1,1023,12927
1,1023,12953
1,1023,12978
1,1023,13001
1,1023,13027
1,1023,13052
1,1023,13075
1,1023,13098
1,1023,13123
1,1023,13147
1,1023,13170
1,1023,13195
1,1023,13219
1,1023,13242
1,1023,13268
1,1023,13293
1,1023,13320
1,1023,13346
1,1023,13369
1,1023,13393
1,1023,13416
1,1023,13439
1,1023,13463
1,1023,13490
1,1023,13514
1,1023,13537
1,1023,13563
1,1023,13587
1,1023,13612
1,1023,13637
1,1023,13662
1,1023,13685
1,1023,13712
1,1023,13736
1,1023,13759
1,1023,13783
1,1023,13807
1,1023,13830
1,1023,13858
1,1023,13882
1,1023,13905
1,1023,13932
1,1023,13956
1,1023,13979
1,1023,14004
1,1023,14028
1,1023,14051
1,1023,14076
1,1023,14100
1,1023,14124
1,1023,14149
1,1023,14173
1,1023,14197
1,1023,14221
1,1023,14246
1,1023,14270
1,1023,14295
1,1023,14320
1,1023,14343
1,1023,14368
1,1023,14393
1,1023,14417
1,1023,14442
1,1023,14467
1,1023,14491
1,1023,14516
1,1023,14543
1,1023,14567
1,1023,14592
1,1023,14616
1,1023,14641
1,1023,14666
1,1023,14691
1,1023,14715
1,1023,14741
1,1023,14766
1,1023,14791
1,1023,14816
1,1023,14842
1,1023,14867
1,1023,14892
1,1023,14917
1,1023,14943
1,1023,14968
1,1023,14993
1,1023,15020
1,1023,15044
1,1023,15070
1,1023,15094
1,1023,15118
1,1023,15144
1,1023,15170
1,1023,15196
1,1023,15222
1,1023,15248
1,1023,15274
1,1023,15299
1,1023,15325
1,1023,15352
1,1023,15376
1,1023,15403
1,1023,15429
1,1023,15455
1,1023,15480
1,1023,15507
1,1023,15530
1,1023,15555
1,1023,15578
1,1023,15604
1,1023,15629
1,1023,15656
1,1023,15683
1,1023,15708
1,1023,15734
1,1023,15761
1,1023,15788
1,1023,15813
1,1023,15840
1,1023,15867
1,1023,15893
1,1023,15920
1,1023,15943
1,1023,15970
1,1023,15996
