0.354842569,0,4.198719429,0,1.16815827,0,motion
0.536977989,0.18213542,4.723935878,0.525216449,1.204785682,0.036627411,motion
0.782602375,0.245624386,5.761712053,1.037776175,1.311689085,0.106903404,motion
1.216932668,0.434330294,6.989302067,1.227590014,1.476380256,0.164691171,motion
1.57029676,0.353364092,7.929243782,0.939941715,1.611586793,0.135206537,motion
1.618924168,0.048627408,8.481296031,0.552052249,1.63788716,0.026300367,motion
1.905857087,0.28693292,10.29435199,1.813055959,1.759945409,0.122058249,motion
2.034386825,0.128529738,10.40312993,0.108777935,1.86621755,0.106272141,motion
1.996911984,-0.037474842,10.08075089,-0.322379034,1.710286968,-0.155930583,motion
1.922861114,-0.07405087,9.308229862,-0.77252103,1.530249949,-0.180037019,motion
1.859324479,-0.063536635,8.438255969,-0.869973893,1.353731199,-0.17651875,motion
1.815668036,-0.043656443,7.376292782,-1.061963187,1.109897102,-0.243834097,motion
1.715628732,-0.100039304,6.130609096,-1.245683685,0.950092484,-0.159804618,motion
1.556704598,-0.158924134,4.572862668,-1.557746428,0.839142781,-0.110949704,motion
1.297700778,-0.25900382,3.006806664,-1.566056004,0.732122206,-0.107020575,motion
0.971242256,-0.326458522,2.403214024,-0.60359264,0.558142057,-0.173980148,motion
0.661505256,-0.309737,1.59107576,-0.812138264,0.53683102,-0.021311038,motion
0.632831408,-0.028673848,1.595180931,0.004105171,0.498270298,-0.038560721,motion
0.575164539,-0.057666869,1.249234753,-0.345946178,0.558285088,0.06001479,motion
0.677885595,0.102721056,1.421200816,0.171966063,0.840991766,0.282706678,motion
0.825935989,0.148050394,1.946065059,0.524864244,0.845140971,0.004149204,motion
0.852232579,0.02629659,2.082463968,0.136398908,0.850159666,0.005018695,motion
0.846641619,-0.00559096,2.210498418,0.12803445,0.871529335,0.021369669,motion
0.792360886,-0.054280733,2.224996753,0.014498336,0.864603003,-0.006926331,motion
0.706614492,-0.085746394,2.18753293,-0.037463823,0.859551317,-0.005051687,motion
0.707671052,0.00105656,2.174821211,-0.012711719,0.860138296,0.000586979,motion
0.602150856,-0.105520196,1.204811632,-0.97000958,0.815968249,-0.044170047,motion
0.539857865,-0.062292991,0.98657707,-0.218234562,0.739661238,-0.076307011,motion
0.539942243,8.43779E-05,0.829909122,-0.156667948,0.74309506,0.003433822,motion
0.539432304,-0.000509939,0.77864031,-0.051268812,0.742071516,-0.001023544,motion
0.517361949,-0.022070355,0.759325069,-0.019315241,0.720588138,-0.021483378,motion
0.478133503,-0.039228446,0.745208257,-0.014116812,0.664645533,-0.055942605,motion
0.451807562,-0.026325941,0.719704083,-0.025504175,0.577332668,-0.087312864,motion
0.404027589,-0.047779972,0.648155205,-0.071548878,0.580065769,0.002733101,motion
0.310727519,-0.09330007,0.542935826,-0.105219379,0.481244423,-0.098821346,motion
0.289379878,-0.021347641,0.405219903,-0.137715923,0.448432388,-0.032812035,motion
0.292593577,0.003213699,0.216811145,-0.188408758,0.427084809,-0.021347579,motion
0.237854261,-0.054739317,0.197000654,-0.019810491,0.425030387,-0.002054422,motion
0.223286216,-0.014568045,0.145922611,-0.051078043,0.321586623,-0.103443765,motion
0.166921708,-0.056364507,0.137569185,-0.008353426,0.085445571,-0.236141052,motion
0.075191808,-0.091729901,0.021512733,-0.116056453,0.06842324,-0.01702233,motion
