timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
34821,1022,1022,1.0,0.96,0.94,1.0,0.98,0.98,0.94,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
34842,1022,1022,1.0,0.96,0.94,1.0,0.98,0.98,0.94,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
34862,1022,1022,1.0,0.96,0.94,1.0,0.98,0.98,0.94,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
34882,1022,1022,1.0,0.96,0.94,1.0,0.98,0.98,0.94,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
34902,1022,1022,1.0,0.96,0.94,1.0,0.98,0.98,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
34923,1022,1022,1.0,0.96,0.94,0.98,0.98,0.98,0.92,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
34943,1022,1022,1.0,0.96,0.94,0.98,0.98,0.98,0.94,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
34964,1022,1022,1.0,0.96,0.94,0.98,0.98,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
34984,1022,1022,1.0,0.96,0.94,0.98,0.98,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35006,1022,1022,1.0,0.96,0.94,0.98,0.98,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35027,1022,1022,1.0,0.94,0.94,0.98,0.96,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35047,1022,1022,1.0,0.94,0.94,0.98,0.96,1.0,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35069,1022,1022,1.0,0.94,0.94,0.98,0.98,1.0,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35089,1022,1022,1.0,0.94,0.94,0.98,0.98,1.0,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35110,1022,1022,1.0,0.94,0.94,0.98,0.98,1.0,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35130,1022,1022,1.0,0.94,0.94,0.98,0.98,1.0,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35150,1022,1022,1.0,0.94,0.94,0.98,0.98,1.0,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35170,1022,1022,1.0,0.94,0.94,0.98,0.98,1.0,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
35192,1022,1022,1.0,0.94,0.94,0.98,0.98,1.0,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
