eventIndex,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,tapType
259,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,notap
260,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,notap
261,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,notap
262,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,notap
263,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,notap
264,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,notap
265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,notap
266,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,notap
267,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,notap
268,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,notap
269,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,notap
270,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,notap
271,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,notap
272,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,notap
273,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,notap
274,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,notap
275,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,notap
276,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,notap
277,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,notap
278,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,notap
279,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,notap
280,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,notap
281,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,notap
282,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,notap
283,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,notap
284,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,notap
285,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,notap
286,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,notap
287,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,notap
288,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,notap
289,9.921572,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,notap
290,9.883265,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,notap
291,9.921572,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,notap
292,9.883265,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,notap
293,9.883265,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,notap
294,9.921572,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,notap
295,9.921572,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,notap
296,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,notap
297,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,notap
298,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,notap
299,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
300,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
301,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
302,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
303,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
304,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
305,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
306,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
307,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
308,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
309,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
310,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
311,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
312,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
313,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
314,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
315,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
316,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
317,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
318,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
319,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
320,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
321,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
322,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
323,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
324,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
325,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
326,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
327,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,notap
328,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,notap
329,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,notap
330,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,notap
331,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,notap
332,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,notap
333,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,notap
334,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,notap
335,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,notap
336,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,notap
337,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,notap
338,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,notap
339,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,notap
340,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,9.998186,notap
341,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,9.998186,9.998186,notap
342,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,9.998186,9.998186,9.998186,notap
343,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,9.998186,9.998186,9.998186,9.998186,notap
