eventIndex,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,tapType
127,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
128,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
129,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
130,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
131,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
132,9.883265,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
133,9.883265,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
134,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
135,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
136,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
137,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
138,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
139,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
140,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
141,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
142,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
143,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
144,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
145,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
146,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,notap
147,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,notap
148,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,notap
149,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,notap
150,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,notap
151,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,notap
152,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,notap
153,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,notap
154,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,notap
155,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,notap
156,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,notap
157,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,notap
158,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,notap
159,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,notap
160,9.883265,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,notap
161,9.844957,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,notap
162,9.883265,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,notap
163,9.844957,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,notap
164,9.883265,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,notap
165,9.844957,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,notap
166,9.883265,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,notap
167,9.883265,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,notap
168,9.844957,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,notap
169,9.921572,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,notap
170,9.883265,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,notap
171,9.921572,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,notap
172,9.883265,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,notap
173,9.844957,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,notap
174,9.883265,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,notap
175,9.346964,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,notap
176,10.342952,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,notap
177,10.342952,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,notap
178,9.80665,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,notap
179,9.730036,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,notap
180,10.266336,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,notap
181,9.653421,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,notap
182,9.730036,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,notap
183,10.0748005,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,notap
184,9.653421,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,notap
185,9.998186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,notap
186,9.768343,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,notap
187,9.959879,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,notap
188,10.036493,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,notap
189,9.80665,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,notap
190,9.998186,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,notap
191,9.844957,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,notap
192,9.998186,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,notap
193,9.959879,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,notap
194,9.998186,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,notap
195,9.921572,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,notap
196,9.921572,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,notap
197,9.959879,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,notap
198,9.921572,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,notap
199,9.921572,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,notap
200,9.998186,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,notap
201,9.959879,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,notap
202,9.921572,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,notap
203,9.921572,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,notap
204,9.959879,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,notap
205,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,notap
206,9.921572,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,notap
207,9.959879,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,notap
208,9.921572,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,notap
209,9.959879,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,notap
210,9.959879,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,notap
211,9.921572,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,notap
212,9.921572,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,notap
213,9.921572,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,notap
214,9.921572,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,notap
215,10.151415,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,notap
216,9.844957,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,notap
217,9.921572,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,notap
218,9.921572,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,notap
219,9.959879,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,notap
220,9.921572,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,notap
221,9.959879,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,notap
222,9.921572,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,notap
223,9.959879,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,notap
224,9.959879,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,notap
225,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,notap
226,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,notap
227,9.921572,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,notap
228,9.921572,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,notap
229,9.959879,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,notap
230,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,notap
231,9.921572,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,notap
232,9.959879,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,notap
233,9.921572,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,notap
234,9.921572,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,notap
235,9.921572,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,notap
236,9.959879,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,notap
237,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,notap
238,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,notap
239,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,notap
240,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,notap
241,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,notap
242,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,notap
243,9.921572,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,notap
244,9.921572,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,notap
245,9.921572,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,notap
246,9.921572,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,notap
247,9.921572,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,notap
248,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,notap
249,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,notap
250,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,notap
251,9.883265,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,notap
252,9.883265,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,notap
253,9.883265,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,notap
254,9.883265,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,notap
255,9.883265,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,notap
256,9.921572,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,notap
257,9.883265,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,notap
258,9.921572,9.883265,9.921572,9.883265,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.844957,9.883265,9.883265,9.883265,9.883265,9.883265,9.883265,notap
