@relation 8taps_temporal_analysis

@attribute 'x-axis mean' numeric
@attribute 'x-axis var' numeric
@attribute 'y-axis mean' numeric
@attribute 'y-axis var' numeric
@attribute 'z-axis mean' numeric
@attribute 'z-axis var' numeric
@attribute class {none,tap}

@data
0.040223,0.00007,0.329442,0.000352,9.854534,0.000275,none
0.040223,0.00007,0.329442,0.000352,9.854534,0.000275,none
0.040223,0.00007,0.329442,0.000352,9.854534,0.000275,none
0.042138,0.000132,0.331358,0.000334,9.856449,0.000308,none
0.042138,0.000132,0.331358,0.000334,9.854534,0.000275,none
0.042138,0.000132,0.331358,0.000334,9.854534,0.000275,none
0.042138,0.000132,0.331358,0.000334,9.854534,0.000275,none
0.042138,0.000132,0.331358,0.000334,9.852619,0.000235,none
0.042138,0.000132,0.329442,0.000352,9.852619,0.000235,none
0.042138,0.000132,0.329442,0.000352,9.852619,0.000235,none
0.044053,0.000187,0.331358,0.000334,9.852619,0.000235,none
0.045969,0.000235,0.331358,0.000334,9.850703,0.000187,none
0.045969,0.000235,0.329442,0.000352,9.850703,0.000187,none
0.045969,0.000235,0.331358,0.000334,9.850703,0.000187,none
0.045969,0.000235,0.329442,0.000352,9.850703,0.000187,none
0.045969,0.000235,0.329442,0.000352,9.848788,0.000132,none
0.044053,0.000187,0.327527,0.000363,9.846872,0.000216,none
0.044053,0.000187,0.325611,0.000367,9.848788,0.000279,none
0.044053,0.000187,0.325611,0.000367,9.848788,0.000279,none
0.044053,0.000187,0.325611,0.000367,9.848788,0.000279,none
0.044053,0.000187,0.323696,0.000363,9.848788,0.000279,none
0.044053,0.000187,0.325611,0.000367,9.848788,0.000279,none
0.044053,0.000187,0.323696,0.000363,9.848788,0.000279,none
0.042138,0.000132,0.323696,0.000363,9.846872,0.000216,none
0.042138,0.000132,0.325611,0.000367,9.848788,0.000279,none
0.042138,0.000132,0.325611,0.000367,9.850703,0.000334,none
0.042138,0.000132,0.325611,0.000367,9.848788,0.000426,none
0.042138,0.000132,0.323696,0.000363,9.850703,0.000481,none
0.042138,0.000132,0.323696,0.000363,9.850703,0.000481,none
0.042138,0.000132,0.323696,0.000363,9.852619,0.000528,none
0.038307,0.000147,0.323696,0.000363,9.852619,0.000528,none
0.036392,0.00007,0.325611,0.000367,9.854534,0.000569,none
0.036392,0.00007,0.327527,0.000363,9.852619,0.000675,none
0.036392,0.00007,0.325611,0.000367,9.852619,0.000675,none
0.036392,0.00007,0.325611,0.000367,9.854534,0.000715,none
0.036392,0.00007,0.323696,0.000363,9.854534,0.000715,none
0.036392,0.00007,0.325611,0.000367,9.85645,0.000602,none
0.036392,0.00007,0.325611,0.000367,9.85645,0.000602,none
0.032561,0.000334,0.319865,0.000334,9.867942,0.001673,none
0.032561,0.000334,0.319865,0.000334,9.867942,0.001673,none
0.032561,0.000334,0.319865,0.000334,9.867942,0.001673,none
0.032561,0.000334,0.319865,0.000334,9.869857,0.001801,none
0.032561,0.000334,0.31795,0.000308,9.871773,0.001629,none
0.032561,0.000334,0.319865,0.000334,9.867942,0.00182,none
0.032561,0.000334,0.319865,0.000334,9.866026,0.001684,none
0.032561,0.000334,0.321781,0.000352,9.869857,0.001801,none
0.034477,0.000279,0.321781,0.000352,9.875603,0.001262,none
0.034477,0.000279,0.321781,0.000352,9.873688,0.001302,none
0.036392,0.000363,0.319865,0.000334,9.871773,0.001189,none
0.038307,0.00044,0.31795,0.000308,9.871773,0.001189,none
0.038307,0.00044,0.31795,0.000308,9.873688,0.001156,none
0.040223,0.00051,0.316035,0.000275,9.873688,0.001156,none
0.040223,0.00051,0.316035,0.000275,9.873688,0.001156,none
0.040223,0.00051,0.31795,0.000308,9.871773,0.001335,none
0.040223,0.00051,0.316035,0.000275,9.871773,0.001335,none
0.040223,0.00051,0.314119,0.000235,9.871773,0.001335,none
0.042138,0.000572,0.314119,0.000235,9.871773,0.001335,none
0.042138,0.000572,0.312204,0.000187,9.871773,0.001335,none
0.044053,0.000481,0.312204,0.000187,9.871773,0.001335,none
0.044053,0.000481,0.314119,0.000235,9.871773,0.001335,none
0.044053,0.000481,0.314119,0.000235,9.871773,0.001335,none
0.045969,0.000528,0.316035,0.000275,9.871773,0.001335,none
0.045969,0.000528,0.316035,0.000275,9.873688,0.001302,none
0.045969,0.000528,0.314119,0.000235,9.875603,0.001115,none
0.045969,0.000528,0.316035,0.000275,9.875603,0.001115,none
0.045969,0.000528,0.316035,0.000275,9.873688,0.001009,none
0.045969,0.000528,0.316035,0.000275,9.871773,0.001042,none
0.047884,0.000569,0.316035,0.000275,9.873688,0.001009,none
0.047884,0.000569,0.316035,0.000275,9.873688,0.001009,none
0.045969,0.000528,0.316035,0.000275,9.873688,0.001009,none
0.047884,0.000569,0.316035,0.000275,9.873688,0.001009,none
0.047884,0.000569,0.316035,0.000275,9.875603,0.001115,none
0.047884,0.000569,0.316035,0.000275,9.877519,0.001214,none
0.049799,0.000455,0.314119,0.000235,9.881349,0.00095,none
0.051715,0.000334,0.314119,0.000235,9.881349,0.00095,none
0.051715,0.000334,0.314119,0.000235,9.881349,0.00095,none
0.049799,0.000308,0.316035,0.000275,9.877519,0.000921,none
0.049799,0.000308,0.316035,0.000275,9.879434,0.000866,none
0.051715,0.000334,0.31795,0.000308,9.883265,0.000587,none
0.051715,0.000334,0.31795,0.000308,9.883265,0.000587,none
0.049799,0.000308,0.31795,0.000308,9.881349,0.00051,none
0.047884,0.000275,0.316035,0.000275,9.877519,0.000481,none
0.047884,0.000275,0.316035,0.000275,9.877519,0.000481,none
0.049799,0.000308,0.31795,0.000308,9.879434,0.000426,none
0.049799,0.000308,0.316035,0.000275,9.879434,0.000426,none
0.049799,0.000308,0.316035,0.000275,9.879434,0.000426,none
0.051715,0.000334,0.316035,0.000275,9.879434,0.000426,none
0.049799,0.000308,0.316035,0.000275,9.879434,0.000426,none
0.047884,0.000275,0.31795,0.000308,9.879434,0.000426,none
0.047884,0.000275,0.31795,0.000308,9.877519,0.000481,none
0.045969,0.000235,0.31795,0.000308,9.877519,0.000481,none
0.044053,0.000187,0.319865,0.000334,9.875603,0.000382,none
0.044053,0.000187,0.319865,0.000334,9.871773,0.000308,none
0.044053,0.000187,0.319865,0.000334,9.871773,0.000308,none
0.044053,0.000187,0.321781,0.000352,9.873688,0.000275,none
0.044053,0.000187,0.321781,0.000352,9.873688,0.000275,none
0.044053,0.000187,0.319865,0.000334,9.873688,0.000275,none
0.044053,0.000187,0.321781,0.000352,9.873688,0.000275,none
0.042138,0.000132,0.319865,0.000334,9.871773,0.000308,none
0.042138,0.000132,0.319865,0.000334,9.871773,0.000308,none
0.044053,0.000187,0.319865,0.000334,9.869857,0.000334,none
0.044053,0.000187,0.321781,0.000352,9.871773,0.000308,none
0.044053,0.000187,0.321781,0.000352,9.871773,0.000308,none
0.042138,0.000132,0.319865,0.000334,9.869857,0.000334,none
0.042138,0.000132,0.319865,0.000334,9.869857,0.000334,none
0.042138,0.000132,0.319865,0.000334,9.869857,0.000334,none
0.040223,0.00007,0.321781,0.000352,9.869857,0.000334,none
0.040223,0.00007,0.321781,0.000352,9.867942,0.000352,none
0.040223,0.00007,0.321781,0.000352,9.866026,0.000363,none
0.040223,0.00007,0.321781,0.000352,9.867942,0.000352,none
0.040223,0.00007,0.321781,0.000352,9.866026,0.000363,none
0.040223,0.00007,0.319865,0.000334,9.866026,0.000363,none
0.040223,0.00007,0.321781,0.000352,9.867942,0.000352,none
0.040223,0.00007,0.321781,0.000352,9.866026,0.000363,none
0.040223,0.00007,0.319865,0.000334,9.866026,0.000363,none
0.040223,0.00007,0.319865,0.000334,9.864111,0.000367,none
0.040223,0.00007,0.319865,0.000334,9.866026,0.000363,none
0.040223,0.00007,0.319865,0.000334,9.864111,0.000367,none
0.040223,0.00007,0.319865,0.000334,9.864111,0.000367,none
0.042138,0.000132,0.31795,0.000308,9.864111,0.000367,none
0.040223,0.00007,0.319865,0.000334,9.864111,0.000367,none
0.040223,0.00007,0.31795,0.000308,9.864111,0.000367,none
0.040223,0.00007,0.319865,0.000334,9.862196,0.000363,none
0.040223,0.00007,0.319865,0.000334,9.864111,0.000367,none
0.042138,0.000132,0.319865,0.000334,9.864111,0.000367,none
0.042138,0.000132,0.31795,0.000308,9.864111,0.000367,none
0.042138,0.000132,0.31795,0.000308,9.866026,0.000363,none
0.042138,0.000132,0.31795,0.000308,9.867942,0.000352,none
0.042138,0.000132,0.316035,0.000275,9.867942,0.000352,none
0.042138,0.000132,0.316035,0.000275,9.867942,0.000352,none
0.042138,0.000132,0.316035,0.000275,9.867942,0.000352,none
0.042138,0.000132,0.316035,0.000275,9.869857,0.000481,none
0.042138,0.000132,0.314119,0.000235,9.867942,0.000499,none
0.042138,0.000132,0.314119,0.000235,9.869857,0.000481,none
0.042138,0.000132,0.316035,0.000275,9.867942,0.000499,none
0.042138,0.000132,0.316035,0.000275,9.867942,0.000499,none
0.042138,0.000132,0.31795,0.000308,9.866026,0.00051,none
0.042138,0.000132,0.316035,0.000275,9.867942,0.000499,none
0.042138,0.000132,0.316035,0.000275,9.867942,0.000499,none
0.040223,0.00007,0.31795,0.000308,9.866026,0.00051,none
0.040223,0.00007,0.316035,0.000275,9.867942,0.000499,none
0.040223,0.00007,0.316035,0.000275,9.867942,0.000499,none
0.040223,0.00007,0.316035,0.000275,9.867942,0.000499,none
0.040223,0.00007,0.31795,0.000308,9.866026,0.00051,none
0.038307,0,0.31795,0.000308,9.864111,0.000514,none
0.038307,0,0.31795,0.000308,9.862196,0.00051,none
0.038307,0,0.316035,0.000275,9.86028,0.000499,none
0.038307,0,0.316035,0.000275,9.86028,0.000499,none
0.038307,0,0.31795,0.000308,9.862196,0.00051,none
0.038307,0,0.31795,0.000308,9.862196,0.00051,none
0.038307,0,0.31795,0.000308,9.862196,0.00051,none
0.038307,0,0.319865,0.000334,9.858365,0.000334,none
0.038307,0,0.319865,0.000334,9.858365,0.000334,none
0.038307,0,0.319865,0.000334,9.858365,0.000334,none
0.038307,0,0.319865,0.000334,9.858365,0.000334,none
0.038307,0,0.319865,0.000334,9.86028,0.000352,none
0.040223,0.00007,0.31795,0.000308,9.862196,0.000363,none
0.040223,0.00007,0.31795,0.000308,9.86028,0.000352,none
0.040223,0.00007,0.319865,0.000334,9.86028,0.000352,none
0.042138,0.000132,0.31795,0.000308,9.86028,0.000352,none
0.042138,0.000132,0.31795,0.000308,9.86028,0.000352,none
0.042138,0.000132,0.319865,0.000334,9.86028,0.000352,none
0.042138,0.000132,0.31795,0.000308,9.86028,0.000352,none
0.042138,0.000132,0.316035,0.000275,9.862196,0.000363,none
0.042138,0.000132,0.316035,0.000275,9.862196,0.000363,none
0.042138,0.000132,0.316035,0.000275,9.864111,0.000367,none
0.042138,0.000132,0.316035,0.000275,9.864111,0.000367,none
0.042138,0.000132,0.316035,0.000275,9.864111,0.000367,none
0.042138,0.000132,0.316035,0.000275,9.862196,0.000363,none
0.044053,0.000187,0.316035,0.000275,9.862196,0.000363,none
0.044053,0.000187,0.316035,0.000275,9.862196,0.000363,none
0.044053,0.000187,0.316035,0.000275,9.864111,0.000367,none
0.044053,0.000187,0.316035,0.000275,9.864111,0.000367,none
0.044053,0.000187,0.316035,0.000275,9.864111,0.000367,none
0.044053,0.000187,0.314119,0.000235,9.864111,0.000367,none
0.044053,0.000187,0.314119,0.000235,9.864111,0.000367,none
0.042138,0.000132,0.314119,0.000235,9.862196,0.000363,none
0.044053,0.000187,0.314119,0.000235,9.862196,0.000363,none
0.044053,0.000187,0.312204,0.000187,9.862196,0.000363,none
0.042138,0.000132,0.312204,0.000187,9.864111,0.000367,none
0.042138,0.000132,0.314119,0.000235,9.864111,0.000367,none
0.044053,0.000187,0.314119,0.000235,9.86028,0.000499,none
0.044053,0.000187,0.316035,0.000275,9.862196,0.00051,none
0.045969,0.000235,0.316035,0.000275,9.862196,0.00051,none
0.045969,0.000235,0.316035,0.000275,9.864111,0.000514,none
0.045969,0.000235,0.31795,0.000308,9.862196,0.00051,none
0.045969,0.000235,0.31795,0.000308,9.864111,0.000514,none
0.045969,0.000235,0.319865,0.000334,9.864111,0.000514,none
0.045969,0.000235,0.31795,0.000308,9.866026,0.00051,none
0.044053,0.000187,0.319865,0.000334,9.864111,0.000514,none
0.044053,0.000187,0.319865,0.000334,9.864111,0.000514,none
0.044053,0.000187,0.31795,0.000308,9.864111,0.000514,none
0.044053,0.000187,0.31795,0.000308,9.864111,0.000514,none
0.045969,0.000235,0.31795,0.000308,9.864111,0.000514,none
0.045969,0.000235,0.31795,0.000308,9.866026,0.00051,none
0.045969,0.000235,0.31795,0.000308,9.864111,0.000514,none
0.045969,0.000235,0.319865,0.000334,9.866026,0.00051,none
0.045969,0.000235,0.319865,0.000334,9.866026,0.00051,none
0.045969,0.000235,0.319865,0.000334,9.867942,0.000499,none
0.045969,0.000235,0.321781,0.000352,9.867942,0.000499,none
0.045969,0.000235,0.321781,0.000352,9.866026,0.00051,none
0.044053,0.000187,0.321781,0.000352,9.867942,0.000352,none
0.044053,0.000187,0.319865,0.000334,9.867942,0.000352,none
0.042138,0.000132,0.319865,0.000334,9.866026,0.000363,none
0.044053,0.000187,0.319865,0.000334,9.864111,0.000367,none
0.044053,0.000187,0.319865,0.000334,9.866026,0.000363,none
0.044053,0.000187,0.319865,0.000334,9.864111,0.000367,none
0.044053,0.000187,0.31795,0.000308,9.864111,0.000367,none
0.044053,0.000187,0.319865,0.000334,9.862196,0.000363,none
0.044053,0.000187,0.31795,0.000308,9.862196,0.000363,none
0.044053,0.000187,0.31795,0.000308,9.864111,0.000367,none
0.044053,0.000187,0.319865,0.000334,9.862196,0.000363,none
0.044053,0.000187,0.319865,0.000334,9.864111,0.000367,none
0.042138,0.000132,0.319865,0.000334,9.862196,0.000363,none
0.042138,0.000132,0.319865,0.000334,9.86028,0.000352,none
0.042138,0.000132,0.319865,0.000334,9.86028,0.000352,none
0.042138,0.000132,0.31795,0.000308,9.858365,0.000334,none
0.038307,0.000147,0.31795,0.000308,9.850703,0.001655,none
0.036392,0.000216,0.31795,0.000308,9.841127,0.002773,none
0.034477,0.000279,0.316035,0.000275,9.83155,0.003709,none
0.034477,0.000279,0.314119,0.000235,9.821973,0.005195,none
0.034477,0.000279,0.312204,0.000187,9.812396,0.006497,none
0.034477,0.000279,0.312204,0.000187,9.800904,0.007378,none
0.049799,0.004857,0.31795,0.000748,9.810481,0.009964,none
0.070868,0.014421,0.325611,0.001688,9.827719,0.016799,none
0.080445,0.01554,0.319865,0.002095,9.823888,0.016652,none
0.067038,0.020086,0.314119,0.002876,9.816227,0.017444,none
0.076614,0.021278,0.316035,0.002917,9.821973,0.018842,none
0.084276,0.021806,0.314119,0.002876,9.833465,0.02188,none
0.084276,0.021806,0.314119,0.002876,9.823888,0.023402,none
0.080445,0.022437,0.314119,0.002876,9.802819,0.029334,none
0.082361,0.022345,0.314119,0.002876,9.795158,0.029804,none
0.095768,0.02458,0.316035,0.002917,9.808565,0.035582,none
0.113006,0.028245,0.312204,0.003269,9.829634,0.045549,none
0.120668,0.028215,0.291135,0.011945,9.825804,0.045711,none
0.118752,0.0286,0.270066,0.019733,9.810481,0.049585,none
0.109176,0.031884,0.260489,0.020779,9.816227,0.050608,none
0.105345,0.032999,0.275812,0.026649,9.841127,0.056188,none
0.114922,0.032724,0.31795,0.062968,9.854534,0.055598,none
0.120668,0.032031,0.339019,0.070918,9.864111,0.054222,none
0.105345,0.039016,0.339019,0.070918,9.881349,0.052604,none
0.084276,0.050275,0.337104,0.071112,9.91008,0.05519,none
0.063207,0.060646,0.34668,0.072268,9.954133,0.06945,none
0.0249,0.066956,0.350511,0.073119,9.961794,0.071828,none
-0.017238,0.060822,0.327527,0.078138,9.925402,0.080401,none
-0.059376,0.073735,0.319865,0.08075,9.894757,0.105524,none
-0.07853,0.087236,0.331358,0.08031,9.904333,0.103378,none
-0.139821,0.120811,0.360088,0.096763,9.904333,0.103378,none
-0.153229,0.115341,0.335188,0.111214,9.881349,0.105579,none
-0.176213,0.116574,0.306458,0.128548,9.877518,0.107604,none
-0.273897,0.27093,0.283473,0.138585,9.890926,0.099874,none
-0.360088,0.351658,0.277727,0.138508,9.896672,0.098212,none
-0.430956,0.352608,0.271981,0.138365,9.900503,0.100443,none
-0.509486,0.341929,0.298796,0.149767,9.877518,0.093663,none
-0.589931,0.352098,0.308373,0.143586,9.873688,0.094778,none
-0.624408,0.334005,0.358173,0.148546,9.889011,0.088967,none
-0.716345,0.407964,0.404141,0.166331,9.904333,0.0956,none
-0.812113,0.459691,0.42521,0.183563,9.908164,0.098066,none
-0.921289,0.46701,0.419464,0.175869,9.923487,0.104111,none
-0.986411,0.412627,0.452025,0.216096,9.950302,0.115616,none
-1.066856,0.420023,0.471179,0.21749,9.975202,0.129781,none
-1.147301,0.432966,0.492248,0.217369,9.980948,0.133314,none
