timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16,class
6068,1022,1022,0.96,0.88,0.96,1,0.98,0.94,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6088,1022,1022,0.96,0.88,0.96,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6108,1022,1022,0.96,0.88,0.96,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6128,1022,1022,0.96,0.88,0.96,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6148,1022,1022,0.96,0.88,0.94,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6168,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6188,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6208,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6228,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6248,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6268,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6288,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6308,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6328,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,none
6349,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6369,1022,1022,0.96,0.86,0.92,1,0.98,0.92,0.98,0.94,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6389,1022,1022,0.96,0.88,0.92,1,0.98,0.92,0.96,0.94,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6409,1022,1022,0.96,0.9,0.92,0.98,0.98,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6430,1022,1022,0.96,0.9,0.92,0.96,0.98,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6450,1022,1022,0.96,0.9,0.94,0.96,0.98,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6470,1022,1022,0.96,0.9,0.94,0.96,0.98,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6490,1022,1022,0.96,0.9,0.94,0.96,0.98,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6510,1022,1022,0.96,0.9,0.94,7.42,0.98,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6530,1022,1022,0.96,0.9,0.94,57.4,0.96,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6551,1022,1022,0.96,0.9,0.94,139.3,0.96,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6571,1022,1022,0.98,0.9,0.94,248.8,0.96,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6591,1022,1022,1,0.9,0.94,355.36,0.96,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6611,1022,1022,1,0.9,0.94,477.02,0.96,0.92,0.94,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6632,1021,1022,4,3.7,3.82,587.02,3.88,3.76,3.82,3.76,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6652,1021,1022,4,3.7,3.82,711.76,3.88,3.76,3.82,3.76,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6672,1021,1022,4,3.7,3.88,836.5,3.88,3.76,3.82,3.76,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6692,1021,1022,4,3.7,3.88,951.94,3.88,3.76,3.82,3.76,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,none
6712,1021,1022,4,3.7,3.88,1052.68,3.88,3.76,3.82,3.82,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6732,1020,1022,9,8.5,8.8,1075.2,8.8,8.6,8.7,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6752,1020,1022,9,8.5,8.8,1075.02,8.8,8.6,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6772,1020,1022,9,8.6,8.8,1075.02,8.8,8.6,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6793,1020,1022,9,8.7,8.8,1075.02,8.8,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6813,1020,1022,9,8.8,8.8,1075.02,8.8,8.8,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6833,1020,1022,9,8.9,8.8,1075.02,8.9,8.8,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6854,1020,1022,9,8.9,8.7,1075.02,8.9,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6875,1020,1022,9,8.9,8.7,1075.02,8.9,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6896,1020,1022,8.9,8.9,8.7,1075.02,8.9,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6917,1020,1022,8.9,8.9,8.7,1075.02,8.9,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6937,1020,1022,8.9,8.9,8.7,1075.02,8.9,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6957,1020,1022,8.9,8.9,8.7,1077.72,8.8,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6977,1020,1022,8.9,8.9,8.7,1162.04,8.8,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
6998,1020,1022,8.9,8.9,8.7,1296.34,8.8,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
7020,1020,1022,8.9,8.9,8.7,1451.04,8.8,8.7,8.6,8.7,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
7041,1019,1022,15.86,15.86,15.58,1648.12,15.72,15.58,15.44,15.58,0.98,0.94,0.94,0.94,0.94,0.94,0.94,0.94,none
7061,1019,1022,15.86,15.86,15.58,2085.88,15.72,15.58,15.58,15.72,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,none
7081,1019,1022,15.86,15.86,15.58,2712.14,15.72,15.72,15.58,15.86,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,none
7102,1018,1022,24.82,24.82,24.46,3672.46,24.64,24.82,24.28,24.64,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,none
7124,1017,1022,35.78,35.78,35.34,5060.08,35.56,35.78,35.12,35.56,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,none
7144,1017,1022,35.78,35.78,35.34,6871.38,35.56,35.78,34.42,35.56,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,none
7164,1016,1022,48.74,48.74,48.48,8981.46,48.48,48.74,72,48.48,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,none
7184,1015,1022,63.7,64,63.7,11611.72,63.1,63.4,184.46,63.4,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,none
7205,1013,1022,99.62,100,99.62,15169.32,96.88,98.86,428.48,99.24,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,none
7226,1011,1021,143.54,144,143.54,19597.18,145.7,140.46,814.42,143.08,3.94,3.88,3.88,3.88,3.88,3.88,3.88,3.88,none
7247,1009,1020,194.92,196,195.46,24693.1,244.1,231.04,1223.06,194.92,8.9,8.8,8.8,8.8,8.8,8.8,8.8,8.8,none
7267,1007,1019,249.72,254.8,255.38,30262.06,427.72,410.58,1739.8,254.76,15.86,15.72,15.72,15.72,15.72,15.72,15.72,15.72,none
7287,1004,1017,1075.2,447.56,360.26,36090.46,759.98,634.8,2480.56,359.52,35.78,35.56,35.56,35.56,35.56,35.56,35.56,35.56,squeeze
7307,1000,1015,2517.44,1312.58,528.1,41886.76,1288.52,931.1,3354.14,527.2,63.7,63.4,63.4,63.4,63.4,63.4,63.4,63.4,squeeze
7328,995,1013,4314.44,3552.12,782.9,47534.66,1949.92,1278,4285.36,781.8,99.62,99.24,99.24,99.24,99.24,99.24,99.24,99.24,squeeze
7348,990,1010,6380.14,6225.44,1087.7,53174.88,2677.16,1636.12,5308.9,1086.4,167.12,168,168,168,168,168,168,168,squeeze
7369,985,1007,8637.68,9008.06,1442.5,58758.62,3455.36,2015.36,6369.24,1439.5,254.3,254.14,254.14,254.14,254.14,254.14,254.14,254.14,squeeze
7389,980,1004,11148.9,12319.56,1847.3,64330.36,4275.7,2433.46,7445.58,1843.9,365.64,358.78,358.78,358.78,358.78,358.78,358.78,358.78,squeeze
7410,974,1001,13958.08,16242.42,2399.06,69587.48,5154.82,2968.42,8534.78,2395.18,514.72,481.42,481.42,481.42,481.42,481.42,481.42,481.42,squeeze
7431,969,998,17161.18,20660.52,2913.86,75091.58,5986.02,3474.82,9589.72,2911.72,706.42,623.04,623.04,623.04,623.04,623.04,623.04,623.04,squeeze
7452,963,994,20679.04,25241.82,3597.62,80199.98,6851.46,4061.22,10666.92,3595.24,997.62,838.72,838.72,838.72,838.72,838.72,838.72,838.72,squeeze
7473,956,990,24360.1,29957.16,4486.34,84842.52,7725.46,4799.06,11727.12,4483.68,1351.36,1086.4,1086.4,1086.4,1086.4,1086.4,1086.4,1086.4,squeeze
7493,950,987,28306.48,34669.32,5326.1,89572.12,8521.36,5476.16,12734.16,5323.2,1690.68,1293.16,1293.16,1293.16,1293.16,1293.16,1293.16,1293.16,squeeze
7513,944,983,32308.24,39358.26,6237.86,94083.7,9262.96,6122.88,13721.52,6234.72,2087.56,1596.84,1596.84,1596.84,1596.84,1596.84,1596.84,1596.84,squeeze
7533,937,979,36261.56,43842.26,7392.58,98098.66,10018.92,6835,14675.26,7389.16,2499.26,1932.52,1932.52,1932.52,1932.52,1932.52,1932.52,1932.52,squeeze
7553,931,975,40150.22,48185.72,8460.34,102320.48,10703.4,7457.74,15586.24,8456.68,2902.48,2300.2,2300.2,2300.2,2300.2,2300.2,2300.2,2300.2,squeeze
7573,925,971,43954.88,52379.72,9600.1,106391.02,11347.5,8053.12,16451.14,9596.2,3313.54,2699.88,2699.88,2699.88,2699.88,2699.88,2699.88,2699.88,squeeze
7593,918,967,47579.64,56389.92,11020.82,109915.52,12015.18,8723.46,17264.96,11016.64,3739.96,3131.56,3131.56,3131.56,3131.56,3131.56,3131.56,3131.56,squeeze
7613,912,962,51141.72,60363.9,12316.58,113697.92,12577.02,9291.12,18029.66,12312.16,4242.72,3716.16,3716.16,3716.16,3716.16,3716.16,3716.16,3716.16,squeeze
7634,906,958,54484.1,64161.8,13684.34,117299.12,13092.68,9844.22,18706.52,13679.68,4677.58,4219.84,4219.84,4219.84,4219.84,4219.84,4219.84,4219.84,squeeze
7654,899,954,57485,67619.46,15371.06,120290.6,13640.58,10478.8,19290.82,15366.12,5100.14,4755.52,4755.52,4755.52,4755.52,4755.52,4755.52,4755.52,squeeze
7675,893,950,60379.82,70955.62,16894.82,123508.68,14073.24,10981.04,19823.48,16889.64,5500.28,5323.2,5323.2,5323.2,5323.2,5323.2,5323.2,5323.2,squeeze
7696,886,946,62984.84,73930.18,18763.54,126115.2,14519.1,11560.82,20276.78,18758.08,5895.32,5922.88,5922.88,5922.88,5922.88,5922.88,5922.88,5922.88,squeeze
7718,880,942,65536.34,76788.02,20443.3,128916.16,14835.24,11993.22,20651.42,20437.6,6274.82,6554.56,6554.56,6554.56,6554.56,6554.56,6554.56,6554.56,squeeze
7739,873,937,67725.06,79245.72,22494.02,131024.98,15179.62,12521.54,20943.18,22482.06,6687.08,7385.74,7385.74,7385.74,7385.74,7385.74,7385.74,7385.74,squeeze
7759,867,933,69828.68,81646.22,24329.78,133337.14,15407.4,12899.08,21155.6,24317.34,7007.34,8089.26,8089.26,8089.26,8089.26,8089.26,8089.26,8089.26,squeeze
7779,860,929,71535.42,83643.32,26556,134689.7,15669.68,13378.54,21295.18,26549.5,7309.9,8824.78,8824.78,8824.78,8824.78,8824.78,8824.78,8824.78,squeeze
7800,854,925,73162.84,85570.82,28547.52,136250.48,15811.5,13694.84,21355.42,28540.78,7562.64,9592.3,9592.3,9592.3,9592.3,9592.3,9592.3,9592.3,squeeze
7820,847,920,74408.58,87041.16,30961.96,137061.64,15984.4,14115.46,21310.22,30954.94,7831.54,10596.7,10596.7,10596.7,10596.7,10596.7,10596.7,10596.7,squeeze
7841,840,916,75466.56,88245.98,33474.4,137614.06,16098.84,14512.48,21181.42,33467.1,8017.46,11436.22,11436.22,11436.22,11436.22,11436.22,11436.22,11436.22,squeeze
7862,834,912,76520,89417.32,35705.92,138432.84,16074.66,14729.34,20965.02,35698.38,8181.46,12307.74,12307.74,12307.74,12307.74,12307.74,12307.74,12307.74,squeeze
7883,827,908,77132.52,89982.82,38408.18,138421.36,16074.04,15067.5,20627.98,38392.54,8322.74,13211.26,13211.26,13211.26,13211.26,13211.26,13211.26,13211.26,squeeze
7903,820,904,77340.7,90103.3,41200.9,138112.82,16011.68,15372.28,20176.84,41184.7,8434.58,14146.78,14146.78,14146.78,14146.78,14146.78,14146.78,14146.78,squeeze
7923,814,900,76922.56,89537.3,43672.66,137983.94,15780.32,15489.08,19570.18,43655.98,8471.76,15114.3,15114.3,15114.3,15114.3,15114.3,15114.3,15114.3,squeeze
7944,809,897,75447.74,87776.1,45787.46,137892.9,15369.48,15424.48,18794.18,45770.38,8379.8,15860.94,15860.94,15860.94,15860.94,15860.94,15860.94,15860.94,squeeze
7964,806,894,74022.44,86456.98,47080.34,137935.62,14832.54,15082.04,17835.36,47063.02,8367.82,16625.58,16625.58,16625.58,16625.58,16625.58,16625.58,16625.58,squeeze
7984,804,893,73567.4,85944.26,47943.52,137503.3,14718.32,14726.18,16862.24,47934.78,8413.26,16884.46,16884.46,16884.46,16884.46,16884.46,16884.46,16884.46,squeeze
8004,802,892,73120.36,85439.54,48823.36,136401.68,14918.64,14836.08,16010.88,48814.54,8490.94,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,squeeze
8024,802,892,73120.36,85439.54,48823.36,136033.04,14918.64,14836.08,15331.74,48805.72,8490.94,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,squeeze
8044,802,892,73120.36,85439.54,48823.36,135911.36,14918.64,14836.08,15179.1,48805.72,8490.94,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,squeeze
8065,802,892,73120.36,85439.54,48823.36,136589.66,14918.64,14836.08,15179.1,48805.72,8496.16,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,squeeze
8085,802,892,73120.36,85439.54,48823.36,137471.26,14918.64,14836.08,15179.1,48805.72,8496.16,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,squeeze
8106,803,892,73342.88,85690.9,48382.44,139051.16,14817.48,14660.38,15208.06,48364.88,8496.16,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,17140.12,squeeze
8126,803,892,73342.88,85690.9,48382.44,140017.16,14817.48,14651.6,15216.84,48373.66,8496.16,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,squeeze
8146,804,892,73567.4,85944.26,47943.52,141541.54,14718.32,14486.76,15247.76,47934.78,8496.16,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,squeeze
8166,805,892,73793.92,86199.62,47506.6,142952.48,14621.16,14323.92,15323.78,47497.9,8496.16,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,squeeze
8186,806,892,74022.44,86456.98,47071.68,144201.38,14526,14163.08,15694.76,47063.02,8496.16,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,squeeze
8207,807,892,74252.96,86716.34,46638.76,145213.2,14441.46,14012.86,16287.5,46630.14,8496.16,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,17145.34,squeeze
8228,808,893,74485.48,86977.7,46207.84,145672.92,14442.44,13864.56,17045.84,46199.26,8418.44,16884.46,16884.46,16884.46,16884.46,16884.46,16884.46,16884.46,squeeze
8249,810,893,74956.52,87506.42,45352,146128.38,14524.54,13703.6,17930.58,45343.5,8413.26,16884.46,16884.46,16884.46,16884.46,16884.46,16884.46,16884.46,squeeze
8270,812,894,75443.98,88043.14,44504.16,146064.94,14822.54,13842.74,18816.74,44495.74,8337.58,16625.58,16625.58,16625.58,16625.58,16625.58,16625.58,16625.58,squeeze
8290,814,896,76044.06,88604.5,43664.32,145574.94,15284.96,14167.32,19723.64,43655.98,8192.22,16113.82,16113.82,16113.82,16113.82,16113.82,16113.82,16113.82,squeeze
8310,818,897,77879.74,90284.34,42008.64,145652.38,15691.54,14219.98,20672.44,42000.46,8122.54,15860.94,15860.94,15860.94,15860.94,15860.94,15860.94,15860.94,squeeze
8331,822,899,79557.02,92220.52,40384.96,145374.08,16159.56,14320.88,21569.66,40376.94,7989.18,15361.18,15361.18,15361.18,15361.18,15361.18,15361.18,15361.18,squeeze
8351,826,902,81031.26,93663.58,38793.28,144776.18,16620.2,14433.7,22405.76,38785.42,7804.14,14626.54,14626.54,14626.54,14626.54,14626.54,14626.54,14626.54,squeeze
