timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
8432,1022,1022,0.98,0.94,0.98,0.96,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
8452,1022,1022,0.98,0.94,0.98,0.94,1.0,1.0,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8473,1022,1022,0.98,0.96,0.96,0.96,1.0,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8493,1022,1022,0.98,0.96,0.94,0.98,1.0,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8513,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8534,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8554,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8575,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8595,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8615,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8636,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8656,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8677,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8698,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
8718,1022,1022,0.98,0.96,0.94,0.98,0.98,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
