id,value,timestamp
1,1023,8248
2,1023,8248
3,1023,8248
4,1023,8248
5,1023,8248
6,1023,8248
7,1023,8248
8,1023,8248
9,1023,8248
10,1023,8248
11,1023,8248
12,1023,8248
13,1023,8248
14,1023,8248
15,1023,8248
16,1023,8248
1,1023,8248
2,1023,8248
3,1023,8248
4,1023,8248
5,1023,8248
6,1023,8248
7,1023,8248
8,1023,8248
9,1023,8248
10,1023,8248
11,1023,8248
12,1023,8248
13,1023,8248
14,1023,8248
15,1023,8248
16,1023,8248
1,1023,8248
2,1023,8248
3,1023,8248
4,1023,8248
5,1023,8248
6,1023,8248
7,1023,8248
8,1023,8248
9,1023,8248
10,1023,8248
11,1023,8248
12,1023,8248
13,1023,8248
14,1023,8248
15,1023,8248
16,1023,8248
1,1023,8248
2,1023,8248
3,1023,8248
4,1023,8248
5,1023,8249
6,1023,8249
7,1023,8249
8,1023,8249
9,1023,8249
10,1023,8249
11,1023,8249
12,1023,8249
13,1023,8249
14,1023,8249
15,1023,8249
16,1023,8249
1,1023,8249
2,1023,8249
3,1023,8249
4,1023,8249
5,1023,8249
6,1023,8249
7,1023,8249
8,1023,8249
9,1023,8249
10,1023,8249
11,1023,8249
12,1023,8249
13,1023,8249
14,1023,8249
15,1023,8249
16,1023,8249
1,1023,8249
2,1023,8249
3,1023,8249
4,1023,8249
5,1023,8249
6,1023,8249
7,1023,8249
8,1023,8249
9,1023,8249
10,1023,8249
11,1023,8249
12,1023,8249
13,1023,8249
14,1023,8249
15,1023,8249
16,1023,8249
1,1023,8249
2,1023,8249
3,1023,8249
4,1023,8249
5,1023,8249
6,1023,8249
7,1023,8249
8,1023,8249
9,1023,8249
10,1023,8249
11,1023,8249
12,1023,8249
13,1023,8249
14,1023,8249
15,1023,8249
16,1023,8249
1,1023,8249
2,1023,8249
3,1023,8249
4,1023,8249
5,1023,8249
6,1023,8249
7,1023,8249
8,1023,8249
9,1023,8249
10,1023,8249
11,1023,8249
12,1023,8249
13,1023,8249
14,1023,8249
15,1023,8249
16,1023,8249
1,1023,8249
2,1023,8249
3,1023,8249
4,1023,8249
5,1023,8249
6,1023,8249
7,1023,8249
8,1023,8249
9,1023,8250
10,1023,8250
11,1023,8250
12,1023,8250
13,1023,8250
14,1023,8250
15,1023,8250
16,1023,8250
1,1023,8250
2,1023,8250
3,1023,8250
4,1023,8250
5,1023,8250
6,1023,8250
7,1023,8250
8,1023,8250
9,1023,8250
10,1023,8250
11,1023,8250
12,1023,8250
13,1023,8250
14,1023,8250
15,1023,8250
16,1023,8250
1,1023,8250
2,1023,8250
3,1023,8250
4,1023,8250
5,1023,8250
6,1023,8250
7,1023,8250
8,1023,8250
9,1023,8250
10,1023,8250
11,1023,8250
12,1023,8250
13,1023,8250
14,1023,8250
15,1023,8250
16,1023,8250
1,1023,8250
2,1023,8250
3,1023,8250
4,1023,8250
5,1023,8250
6,1023,8250
7,1023,8250
8,1023,8250
9,1023,8250
10,1023,8250
11,1023,8250
12,1023,8250
13,1023,8250
14,1023,8250
15,1023,8250
16,1023,8250
1,1023,8250
2,1023,8250
3,1023,8250
4,1023,8250
5,1023,8250
6,1023,8250
7,1023,8250
8,1023,8250
9,1023,8250
10,1023,8250
11,1023,8250
12,1023,8250
13,1023,8250
14,1023,8250
15,1023,8250
16,1023,8250
1,1023,8250
2,1023,8251
3,1023,8251
4,1023,8251
5,1023,8251
6,1023,8251
7,1023,8251
8,1023,8251
9,1023,8251
10,1023,8251
11,1023,8251
12,1023,8251
13,1023,8251
14,1023,8251
15,1023,8251
16,1023,8251
1,1023,8251
2,1023,8251
3,1023,8251
4,1023,8251
5,1023,8251
6,1023,8251
7,1023,8251
8,1023,8251
9,1023,8251
10,1023,8251
11,1023,8251
12,1023,8251
13,1023,8251
14,1023,8251
15,1023,8251
16,1023,8251
1,1023,8251
2,1023,8251
3,1023,8251
4,1023,8251
5,1023,8251
6,1023,8251
7,1023,8251
8,1023,8251
9,1023,8251
10,1023,8251
11,1023,8251
12,1023,8251
13,1023,8251
14,1023,8251
15,1023,8251
16,1023,8251
1,1023,8251
2,1023,8251
3,1023,8251
4,1023,8251
5,1023,8251
6,1023,8251
7,1023,8251
8,1023,8251
9,1023,8251
10,1023,8251
11,1023,8251
12,1023,8251
13,1023,8251
14,1023,8251
