timestamp, s1, s2, s3, s4, s5, s6, s7, s8, s9, s10, s11, s12, s13, s14, s15, s16n
7210,1023,1023,1023,1023,1023,907,1023,944,1023,1023,1023,1023,1023,1023,1023,1023
7230,1023,1023,1023,1023,1023,907,1023,943,1022,1023,1023,1023,1023,1023,1023,1023
7250,1023,1023,1023,1023,1023,908,1023,944,1022,1023,1023,1023,1023,1023,1022,1023
7270,1023,1023,1023,1023,1023,909,1023,944,1023,1023,1023,1023,1023,1023,1022,1023
7291,1023,1023,1023,1023,1023,911,1023,944,1023,1023,1023,1023,1023,1023,1023,1023
7311,1023,1023,1023,1023,1023,912,1023,945,1023,1023,1023,1023,1023,1023,1023,1023
7331,1023,1023,1023,1023,1023,914,1023,946,1023,1023,1023,1023,1023,1023,1023,1023
7351,1023,1023,1023,1023,1023,915,1023,948,1023,1023,1023,1023,1023,1023,1023,1023
7371,1023,1023,1023,1023,1023,916,1023,949,1023,1023,1023,1023,1023,1023,1023,1023
7391,1023,1023,1023,1023,1023,917,1023,947,1023,1023,1023,1023,1023,1023,1023,1023
7411,1023,1023,1023,1023,1023,918,1023,947,1023,1023,1023,1023,1023,1023,1023,1023
7431,1023,1023,1023,1023,1023,918,1023,949,1023,1023,1023,1023,1023,1023,1023,1023
7452,1023,1023,1023,1023,1023,922,1023,953,1023,1023,1023,1023,1022,1023,1023,1023
7472,1023,1023,1023,1023,1023,926,1023,953,1023,1023,1023,1023,1023,1023,1023,1023
7492,1023,1023,1023,1023,1023,927,1023,955,1023,1023,1023,1023,1023,1023,1023,1023
7512,1023,1023,1023,1023,1023,926,1023,956,1023,1023,1023,1023,1023,1023,1023,1023
7532,1023,1023,1023,1023,1023,925,1023,956,1023,1023,1023,1023,1022,1023,1023,1023
7552,1023,1023,1023,1023,1023,925,1023,954,1023,1023,1023,1023,1023,1023,1023,1023
7572,1023,1023,1023,1023,1023,924,1023,951,1023,1022,1023,1023,1023,1023,1023,1023
7592,1023,1023,1023,1023,1023,922,1022,950,1023,1022,1023,1023,1023,1023,1023,1023
7612,1023,1023,1023,1023,1023,923,1022,950,1023,1023,1023,1023,1023,1023,1023,1023
7632,1023,1023,1023,1023,1023,923,1023,953,1023,1023,1023,1023,1023,1023,1023,1023
7652,1023,1023,1023,1023,1023,925,1023,954,1023,1022,1023,1023,1023,1023,1023,1023
7672,1023,1023,1023,1023,1023,931,1023,956,1023,1023,1023,1023,1023,1023,1023,1023
7692,1023,1023,1023,1023,1023,930,1023,955,1023,1023,1023,1023,1023,1023,1023,1023
7712,1023,1023,1023,1023,1023,927,1023,953,1023,1023,1023,1023,1023,1023,1023,1023
7732,1023,1023,1023,1023,1023,925,1023,952,1023,1023,1023,1023,1023,1023,1023,1023
7752,1023,1023,1023,1023,1023,922,1023,951,1023,1023,1023,1023,1023,1022,1023,1023
7772,1023,1022,1023,1023,1023,920,1023,952,1023,1023,1023,1023,1023,1022,1023,1023
7792,1023,1022,1023,1023,1023,918,1023,951,1023,1023,1023,1023,1023,1023,1022,1023
7812,1023,1023,1023,1023,1023,918,1023,951,1023,1023,1023,1023,1023,1023,1022,1023
7833,1023,1023,1023,1023,1023,916,1023,950,1023,1023,1023,1023,1023,1023,1023,1023
7853,1023,1023,1022,1023,1023,915,1023,949,1023,1023,1023,1023,1023,1023,1023,1023
7873,1023,1023,1022,1023,1023,913,1023,948,1023,1023,1023,1023,1023,1023,1023,1023
7893,1023,1023,1023,1023,1023,905,1023,947,1023,1023,1023,1023,1023,1023,1023,1023
7913,1023,1023,1023,1023,1023,906,1023,945,1023,1023,1023,1023,1023,1023,1023,1023
7933,1023,1023,1023,1023,1023,907,1023,941,1023,1023,1023,1023,1022,1023,1023,1023
7953,1023,1023,1023,1023,1023,901,1023,941,1023,1023,1023,1023,1023,1023,1023,1023
7973,1023,1023,1023,1023,1023,893,1023,943,1023,1023,1023,1023,1023,1023,1023,1023
7993,1023,1023,1023,1023,1023,885,1023,942,1023,1023,1023,1023,1023,1023,1023,1023
8013,1023,1023,1023,1023,1023,878,1023,941,1022,1023,1023,1023,1023,1023,1023,1023
8033,1023,1023,1023,1023,1023,869,1023,941,1022,1023,1023,1023,1023,1023,1023,1023
8053,1023,1023,1023,1023,1023,863,1023,934,1023,1023,1023,1023,1023,1023,1023,1023
8073,1023,1023,1023,1023,1023,860,1023,928,1023,1023,1023,1023,1023,1023,1023,1023
8093,1023,1023,1023,1023,1023,858,1023,928,1023,1023,1023,1023,1023,1023,1023,1023
8113,1023,1023,1023,1023,1023,856,1023,928,1023,1023,1023,1023,1023,1023,1023,1023
8133,1023,1023,1023,1023,1023,856,1023,928,1023,1023,1023,1023,1023,1023,1023,1023
8153,1023,1023,1023,1023,1023,854,1023,930,1023,1023,1023,1023,1023,1023,1023,1023
8173,1023,1023,1023,1023,1023,847,1023,927,1023,1023,1023,1023,1023,1023,1023,1023
8193,1023,1023,1023,1023,1023,848,1023,926,1023,1023,1023,1023,1023,1023,1023,1023
8213,1023,1023,1023,1023,1023,843,1023,926,1023,1023,1023,1023,1023,1023,1023,1023
8233,1023,1023,1023,1023,1023,844,1023,923,1023,1023,1023,1023,1023,1023,1023,1023
8253,1023,1023,1023,1023,1023,838,1023,925,1023,1023,1023,1023,1023,1023,1023,1023
8273,1023,1023,1023,1023,1023,834,1023,922,1023,1023,1023,1023,1023,1023,1023,1023
8293,1023,1023,1023,1023,1023,831,1023,922,1023,1023,1023,1023,1023,1023,1023,1023
8313,1023,1023,1022,1023,1023,831,1023,920,1023,1023,1023,1023,1023,1023,1023,1023
8333,1023,1023,1023,1023,1023,830,1023,919,1023,1023,1023,1023,1023,1023,1023,1023
8353,1023,1023,1023,1023,1023,828,1023,920,1023,1023,1023,1023,1023,1023,1023,1023
8373,1023,1023,1023,1023,1023,828,1023,917,1023,1023,1023,1023,1023,1023,1023,1023
8393,1023,1023,1023,1023,1023,827,1023,914,1023,1023,1023,1023,1023,1023,1023,1023
8413,1023,1023,1023,1023,1023,826,1023,914,1023,1023,1023,1023,1023,1023,1023,1023
8433,1023,1023,1023,1023,1023,825,1023,912,1023,1023,1023,1023,1023,1023,1023,1023
8453,1023,1023,1023,1023,1023,824,1023,915,1023,1023,1023,1023,1023,1023,1023,1023
8473,1023,1023,1023,1023,1023,824,1023,912,1023,1023,1023,1023,1023,1023,1023,1023
8494,1023,1023,1023,1023,1023,824,1023,911,1023,1023,1023,1023,1023,1023,1023,1023
8514,1023,1023,1023,1023,1023,823,1023,911,1023,1023,1023,1023,1023,1023,1023,1023
8534,1023,1023,1023,1023,1023,822,1023,910,1023,1023,1023,1023,1023,1023,1023,1023
8554,1023,1023,1023,1023,1023,821,1023,909,1023,1023,1023,1023,1023,1023,1023,1023
8574,1023,1023,1023,1023,1023,822,1023,910,1022,1023,1023,1023,1022,1023,1023,1023
8595,1023,1023,1023,1023,1023,820,1023,913,1023,1023,1023,1023,1023,1023,1023,1023
8615,1023,1023,1023,1023,1023,820,1023,912,1023,1023,1023,1023,1022,1023,1023,1023
8635,1023,1023,1023,1023,1023,815,1023,909,1023,1023,1023,1023,1022,1023,1023,1023
8655,1023,1023,1023,1023,1023,809,1023,910,1023,1023,1023,1023,1023,1023,1023,1023
8675,1023,1023,1023,1023,1023,804,1023,907,1023,1023,1023,1023,1023,1023,1023,1023
8695,1023,1023,1023,1023,1023,802,1023,905,1023,1023,1023,1023,1023,1023,1023,1023
8716,1023,1023,1023,1023,1023,800,1022,903,1023,1023,1023,1023,1023,1023,1023,1023
8737,1023,1023,1023,1023,1023,799,1023,902,1023,1023,1023,1023,1023,1023,1023,1023
